alias_address,alias_city,georeferencingString,polygonKey,type
PIAZZA ZORUTTI,ATTIMIS,ATTIMIS PIAZZA ZORUTTI,,POINT
VIA A. COMELLI,ATTIMIS,ATTIMIS VIA A. COMELLI,,POINT
VIA ADELAIDE RISTORI,ATTIMIS,ATTIMIS VIA ADELAIDE RISTORI,,POINT
VIA ALCIDE DE GASPERI,ATTIMIS,ATTIMIS VIA ALCIDE DE GASPERI,,POINT
VIA ARTURO MALIGNANI,ATTIMIS,ATTIMIS VIA ARTURO MALIGNANI,,POINT
VIA ATTIMIS,ATTIMIS,ATTIMIS VIA ATTIMIS,,POINT
VIA CAMPAGNOLA,ATTIMIS,ATTIMIS VIA CAMPAGNOLA,,POINT
VIA CAMPOLONGO,ATTIMIS,ATTIMIS VIA CAMPOLONGO,,POINT
VIA CANALUTTO,ATTIMIS,ATTIMIS VIA CANALUTTO,,POINT
VIA CARRARIA,ATTIMIS,ATTIMIS VIA CARRARIA,,POINT
VIA CECILIA DEGANUTTI,ATTIMIS,ATTIMIS VIA CECILIA DEGANUTTI,,POINT
VIA CIVIDALE,ATTIMIS,ATTIMIS VIA CIVIDALE,,POINT
VIA CRACIGNA,ATTIMIS,ATTIMIS VIA CRACIGNA,,POINT
VIA DEGLI ORTOLANI,ATTIMIS,ATTIMIS VIA DEGLI ORTOLANI,,POINT
VIA DIV JULIA,ATTIMIS,ATTIMIS VIA DIV JULIA,,POINT
VIA DIVISIONE JULIA,ATTIMIS,ATTIMIS VIA DIVISIONE JULIA,,POINT
VIA DOTT. GIOVANNI MARCOLINA,ATTIMIS,ATTIMIS VIA DOTT. GIOVANNI MARCOLINA,,POINT
VIA ERMANNO D' ATTIMIS,ATTIMIS,ATTIMIS VIA ERMANNO D' ATTIMIS,,POINT
VIA F. BERTAGNOLI,ATTIMIS,ATTIMIS VIA F. BERTAGNOLI,,POINT
VIA FAEDIS,ATTIMIS,ATTIMIS VIA FAEDIS,,POINT
VIA GIUSEPPE GARIBALDI,ATTIMIS,ATTIMIS VIA GIUSEPPE GARIBALDI,,POINT
VIA GIUSEPPE MAZZINI,ATTIMIS,ATTIMIS VIA GIUSEPPE MAZZINI,,POINT
VIA GORTANI,ATTIMIS,ATTIMIS VIA GORTANI,,POINT
VIA GRAVIS,ATTIMIS,ATTIMIS VIA GRAVIS,,POINT
VIA JACOPO STELLINI,ATTIMIS,ATTIMIS VIA JACOPO STELLINI,,POINT
VIA MAGREDIS,ATTIMIS,ATTIMIS VIA MAGREDIS,,POINT
VIA MARTIRI DELLA LIBERTA',ATTIMIS,ATTIMIS VIA MARTIRI DELLA LIBERTA',,POINT
VIA MOLINARS,ATTIMIS,ATTIMIS VIA MOLINARS,,POINT
VIA MOLINI,ATTIMIS,ATTIMIS VIA MOLINI,,POINT
VIA MONTE CANIN,ATTIMIS,ATTIMIS VIA MONTE CANIN,,POINT
VIA MONTECROCE,ATTIMIS,ATTIMIS VIA MONTECROCE,,POINT
VIA MORO A,ATTIMIS,ATTIMIS VIA MORO A,,POINT
VIA NELLE,ATTIMIS,ATTIMIS VIA NELLE,,POINT
VIA P. ELLERO,ATTIMIS,ATTIMIS VIA P. ELLERO,,POINT
VIA PECOLLE,ATTIMIS,ATTIMIS VIA PECOLLE,,POINT
VIA PIETRO MICCA,ATTIMIS,ATTIMIS VIA PIETRO MICCA,,POINT
VIA PIO PASCHINI,ATTIMIS,ATTIMIS VIA PIO PASCHINI,,POINT
VIA PORZUS,ATTIMIS,ATTIMIS VIA PORZUS,,POINT
VIA PRINCIPALE,ATTIMIS,ATTIMIS VIA PRINCIPALE,,POINT
VIA RAFFAELE SOLVE,ATTIMIS,ATTIMIS VIA RAFFAELE SOLVE,,POINT
VIA RIVA CONVIERIE,ATTIMIS,ATTIMIS VIA RIVA CONVIERIE,,POINT
VIA ROMA,ATTIMIS,ATTIMIS VIA ROMA,,POINT
VIA S. MENEGUZZO,ATTIMIS,ATTIMIS VIA S. MENEGUZZO,,POINT
VIA S.MENGUZZO,ATTIMIS,ATTIMIS VIA S.MENGUZZO,,POINT
VIA SUBIT,ATTIMIS,ATTIMIS VIA SUBIT,,POINT
VIA UDINE,ATTIMIS,ATTIMIS VIA UDINE,,POINT
VIA VARIAN,ATTIMIS,ATTIMIS VIA VARIAN,,POINT
VIA VIOLA,ATTIMIS,ATTIMIS VIA VIOLA,,POINT
VIA VOGARA,ATTIMIS,ATTIMIS VIA VOGARA,,POINT
VIA VOLONTARI DELLA LIBERTA',ATTIMIS,ATTIMIS VIA VOLONTARI DELLA LIBERTA',,POINT
VIA ZARDINI,ATTIMIS,ATTIMIS VIA ZARDINI,,POINT
ZONA ARTIGIANALE,ATTIMIS,ATTIMIS ZONA ARTIGIANALE,,POINT
ZONA INDUSTRIALE,ATTIMIS,ATTIMIS ZONA INDUSTRIALE,,POINT
FERMO POSTA,BUJA,BUJA FERMO POSTA,,POINT
LOCALITA' SAN SALVATORE,BUJA,BUJA LOCALITA' SAN SALVATORE,,POINT
PIAZZA AVILLA,BUJA,BUJA PIAZZA AVILLA,,POINT
PIAZZA DEL MERCATO,BUJA,BUJA PIAZZA DEL MERCATO,,POINT
PIAZZA DELLE ACQUE,BUJA,BUJA PIAZZA DELLE ACQUE,,POINT
PIAZZA DONATORI DI SANGUE,BUJA,BUJA PIAZZA DONATORI DI SANGUE,,POINT
PIAZZA MADONNA,BUJA,BUJA PIAZZA MADONNA,,POINT
PIAZZA MERCATO,BUJA,BUJA PIAZZA MERCATO,,POINT
PIAZZA SAN LORENZO,BUJA,BUJA PIAZZA SAN LORENZO,,POINT
PIAZZA SANTO STEFANO,BUJA,BUJA PIAZZA SANTO STEFANO,,POINT
PIAZZA TOMBA,BUJA,BUJA PIAZZA TOMBA,,POINT
PIAZZA URBIGNACCO,BUJA,BUJA PIAZZA URBIGNACCO,,POINT
PIAZZA URSININS GRANDE,BUJA,BUJA PIAZZA URSININS GRANDE,,POINT
PIAZZETTA BET,BUJA,BUJA PIAZZETTA BET,,POINT
PIAZZETTA GANZITTI,BUJA,BUJA PIAZZETTA GANZITTI,,POINT
RIVE DAI PRAVIS,BUJA,BUJA RIVE DAI PRAVIS,,POINT
SALITA COLLE BALDO,BUJA,BUJA SALITA COLLE BALDO,,POINT
SALITA DI MONTE,BUJA,BUJA SALITA DI MONTE,,POINT
SALITA DI SAN LORENZO,BUJA,BUJA SALITA DI SAN LORENZO,,POINT
SAN FLORIANO,BUJA,BUJA SAN FLORIANO,,POINT
STRADA PROVINCIALE CORMOR,BUJA,BUJA STRADA PROVINCIALE CORMOR,,POINT
STRADA PROVINCIALE OSOVANA,BUJA,BUJA STRADA PROVINCIALE OSOVANA,,POINT
STRADE DAL PLEVAN 3,BUJA,BUJA STRADE DAL PLEVAN 3,,POINT
STRADE PEDRADE,BUJA,BUJA STRADE PEDRADE,,POINT
VIA ALBARET,BUJA,BUJA VIA ALBARET,,POINT
VIA ALMACS,BUJA,BUJA VIA ALMACS,,POINT
VIA AMSTETTEN,BUJA,BUJA VIA AMSTETTEN,,POINT
VIA ANDREUZZA,BUJA,BUJA VIA ANDREUZZA,,POINT
VIA ANGORIE,BUJA,BUJA VIA ANGORIE,,POINT
VIA ARBA,BUJA,BUJA VIA ARBA,,POINT
VIA ARMENTARIE,BUJA,BUJA VIA ARMENTARIE,,POINT
VIA ARRIO,BUJA,BUJA VIA ARRIO,,POINT
VIA AVILLA,BUJA,BUJA VIA AVILLA,,POINT
VIA BARBOT,BUJA,BUJA VIA BARBOT,,POINT
VIA BATTIFERRO DI TOMBA,BUJA,BUJA VIA BATTIFERRO DI TOMBA,,POINT
VIA BELVEDERE,BUJA,BUJA VIA BELVEDERE,,POINT
VIA BEORCJE,BUJA,BUJA VIA BEORCJE,,POINT
VIA BEORCJTE,BUJA,BUJA VIA BEORCJTE,,POINT
VIA BERTAGNOLLI,BUJA,BUJA VIA BERTAGNOLLI,,POINT
VIA BOSSO,BUJA,BUJA VIA BOSSO,,POINT
VIA BRAIDE TESTOR,BUJA,BUJA VIA BRAIDE TESTOR,,POINT
VIA BRAIDES,BUJA,BUJA VIA BRAIDES,,POINT
VIA BRIGATA ROSSELLI,BUJA,BUJA VIA BRIGATA ROSSELLI,,POINT
VIA BRUSADULES,BUJA,BUJA VIA BRUSADULES,,POINT
VIA BUSSANE,BUJA,BUJA VIA BUSSANE,,POINT
VIA CAE,BUJA,BUJA VIA CAE,,POINT
VIA CAMADUSSO,BUJA,BUJA VIA CAMADUSSO,,POINT
VIA CAMARTINO,BUJA,BUJA VIA CAMARTINO,,POINT
VIA CAMPO,BUJA,BUJA VIA CAMPO,,POINT
VIA CAMPO DI SOTTO,BUJA,BUJA VIA CAMPO DI SOTTO,,POINT
VIA CAMPO GARZOLINO,BUJA,BUJA VIA CAMPO GARZOLINO,,POINT
VIA CANTONE,BUJA,BUJA VIA CANTONE,,POINT
VIA CASALI LEONCINI,BUJA,BUJA VIA CASALI LEONCINI,,POINT
VIA CASALI ZORZON,BUJA,BUJA VIA CASALI ZORZON,,POINT
VIA CASELE,BUJA,BUJA VIA CASELE,,POINT
VIA CASPIGELLO,BUJA,BUJA VIA CASPIGELLO,,POINT
VIA CEVEDAL,BUJA,BUJA VIA CEVEDAL,,POINT
VIA CICULE,BUJA,BUJA VIA CICULE,,POINT
VIA CJABERTOS,BUJA,BUJA VIA CJABERTOS,,POINT
VIA CJACONT,BUJA,BUJA VIA CJACONT,,POINT
VIA CJADREOR,BUJA,BUJA VIA CJADREOR,,POINT
VIA CJAFURCHIR,BUJA,BUJA VIA CJAFURCHIR,,POINT
VIA CJAGJALOT,BUJA,BUJA VIA CJAGJALOT,,POINT
VIA CJANDANE,BUJA,BUJA VIA CJANDANE,,POINT
VIA CJAORZ DI SORE,BUJA,BUJA VIA CJAORZ DI SORE,,POINT
VIA CJAPIZ,BUJA,BUJA VIA CJAPIZ,,POINT
VIA CJAROSSIT,BUJA,BUJA VIA CJAROSSIT,,POINT
VIA CJATISSIN,BUJA,BUJA VIA CJATISSIN,,POINT
VIA CJATONT,BUJA,BUJA VIA CJATONT,,POINT
VIA CJAVENATE,BUJA,BUJA VIA CJAVENATE,,POINT
VIA CJAVERGIARI,BUJA,BUJA VIA CJAVERGIARI,,POINT
VIA CJAVUIC,BUJA,BUJA VIA CJAVUIC,,POINT
VIA CLAPATE,BUJA,BUJA VIA CLAPATE,,POINT
VIA CODESIO,BUJA,BUJA VIA CODESIO,,POINT
VIA COLISET,BUJA,BUJA VIA COLISET,,POINT
VIA COLLOSOMANO,BUJA,BUJA VIA COLLOSOMANO,,POINT
VIA COLOMBA,BUJA,BUJA VIA COLOMBA,,POINT
VIA CRETE,BUJA,BUJA VIA CRETE,,POINT
VIA CSCJELAT,BUJA,BUJA VIA CSCJELAT,,POINT
VIA CUAR,BUJA,BUJA VIA CUAR,,POINT
VIA CUARTAE,BUJA,BUJA VIA CUARTAE,,POINT
VIA CUEL DI SPIE,BUJA,BUJA VIA CUEL DI SPIE,,POINT
VIA CUELAT,BUJA,BUJA VIA CUELAT,,POINT
VIA CUR VILAN,BUJA,BUJA VIA CUR VILAN,,POINT
VIA DAL PLEVAN,BUJA,BUJA VIA DAL PLEVAN,,POINT
VIA DE COCULE,BUJA,BUJA VIA DE COCULE,,POINT
VIA DE MANDRIE,BUJA,BUJA VIA DE MANDRIE,,POINT
VIA DEI CASALI,BUJA,BUJA VIA DEI CASALI,,POINT
VIA DEI COLLI,BUJA,BUJA VIA DEI COLLI,,POINT
VIA DEI FORNACIAI,BUJA,BUJA VIA DEI FORNACIAI,,POINT
VIA DEI MULINI,BUJA,BUJA VIA DEI MULINI,,POINT
VIA DEL CONTE,BUJA,BUJA VIA DEL CONTE,,POINT
VIA DEL MACELLO,BUJA,BUJA VIA DEL MACELLO,,POINT
VIA DEL PRAVILEGJO,BUJA,BUJA VIA DEL PRAVILEGJO,,POINT
VIA DEL PRAVILEGJO C.P.16,BUJA,BUJA VIA DEL PRAVILEGJO C.P.16,,POINT
VIA DEL TIGLIO,BUJA,BUJA VIA DEL TIGLIO,,POINT
VIA DELLE NAZIONI UNITE,BUJA,BUJA VIA DELLE NAZIONI UNITE,,POINT
VIA DIVISIONE JULIA,BUJA,BUJA VIA DIVISIONE JULIA,,POINT
VIA DOBES,BUJA,BUJA VIA DOBES,,POINT
VIA DOMONT,BUJA,BUJA VIA DOMONT,,POINT
VIA DOTTORE VIDONI,BUJA,BUJA VIA DOTTORE VIDONI,,POINT
VIA EUROPA,BUJA,BUJA VIA EUROPA,,POINT
VIA FLORE,BUJA,BUJA VIA FLORE,,POINT
VIA FONTANE DAL ABIS,BUJA,BUJA VIA FONTANE DAL ABIS,,POINT
VIA FORNASATE,BUJA,BUJA VIA FORNASATE,,POINT
VIA GIR PIZZUL,BUJA,BUJA VIA GIR PIZZUL,,POINT
VIA GRAVATE,BUJA,BUJA VIA GRAVATE,,POINT
VIA LEDRA,BUJA,BUJA VIA LEDRA,,POINT
VIA LIBERAZIONE,BUJA,BUJA VIA LIBERAZIONE,,POINT
VIA MADONNA,BUJA,BUJA VIA MADONNA,,POINT
VIA MASANET,BUJA,BUJA VIA MASANET,,POINT
VIA MASIN,BUJA,BUJA VIA MASIN,,POINT
VIA MENEAT,BUJA,BUJA VIA MENEAT,,POINT
VIA MERIES,BUJA,BUJA VIA MERIES,,POINT
VIA MONS. BEINAT,BUJA,BUJA VIA MONS. BEINAT,,POINT
VIA MONS. CASASOLA,BUJA,BUJA VIA MONS. CASASOLA,,POINT
VIA MONSIGNOR AURELIO BRIANTE,BUJA,BUJA VIA MONSIGNOR AURELIO BRIANTE,,POINT
VIA MONSIGNOR ZANIN,BUJA,BUJA VIA MONSIGNOR ZANIN,,POINT
VIA MONSIGNORE CASASOLA,BUJA,BUJA VIA MONSIGNORE CASASOLA,,POINT
VIA MONSIGNORE VENIER,BUJA,BUJA VIA MONSIGNORE VENIER,,POINT
VIA MONSIGNORE ZANIN,BUJA,BUJA VIA MONSIGNORE ZANIN,,POINT
VIA MOSCJATE,BUJA,BUJA VIA MOSCJATE,,POINT
VIA MULINO PEVAR,BUJA,BUJA VIA MULINO PEVAR,,POINT
VIA MUSSOLINE,BUJA,BUJA VIA MUSSOLINE,,POINT
VIA NAN,BUJA,BUJA VIA NAN,,POINT
VIA NAPOLEONICA,BUJA,BUJA VIA NAPOLEONICA,,POINT
VIA NEVEONS,BUJA,BUJA VIA NEVEONS,,POINT
VIA NOALE,BUJA,BUJA VIA NOALE,,POINT
VIA ONIGO DI PIAVE,BUJA,BUJA VIA ONIGO DI PIAVE,,POINT
VIA ONTEGNANO,BUJA,BUJA VIA ONTEGNANO,,POINT
VIA PALUDUZ,BUJA,BUJA VIA PALUDUZ,,POINT
VIA PASC,BUJA,BUJA VIA PASC,,POINT
VIA PERLONS,BUJA,BUJA VIA PERLONS,,POINT
VIA POLVARIES,BUJA,BUJA VIA POLVARIES,,POINT
VIA PRA' DI TOS,BUJA,BUJA VIA PRA' DI TOS,,POINT
VIA PRADARIES,BUJA,BUJA VIA PRADARIES,,POINT
VIA PRADISSIS,BUJA,BUJA VIA PRADISSIS,,POINT
VIA PRAZ DAI TROIS,BUJA,BUJA VIA PRAZ DAI TROIS,,POINT
VIA PRECARIACCO,BUJA,BUJA VIA PRECARIACCO,,POINT
VIA PROV. OSOVANA,BUJA,BUJA VIA PROV. OSOVANA,,POINT
VIA PROV.OSOVANA,BUJA,BUJA VIA PROV.OSOVANA,,POINT
VIA QUARTAE,BUJA,BUJA VIA QUARTAE,,POINT
VIA RIO GELATO,BUJA,BUJA VIA RIO GELATO,,POINT
VIA RIO GJAMBARIN,BUJA,BUJA VIA RIO GJAMBARIN,,POINT
VIA RIO QUARNARIE,BUJA,BUJA VIA RIO QUARNARIE,,POINT
VIA RIO RAI,BUJA,BUJA VIA RIO RAI,,POINT
VIA RIO RAM,BUJA,BUJA VIA RIO RAM,,POINT
VIA RIULE,BUJA,BUJA VIA RIULE,,POINT
VIA RIVE DI CAJ,BUJA,BUJA VIA RIVE DI CAJ,,POINT
VIA RIVE DI SAN PIERI,BUJA,BUJA VIA RIVE DI SAN PIERI,,POINT
VIA RIVE DI SGNAF,BUJA,BUJA VIA RIVE DI SGNAF,,POINT
VIA ROATE,BUJA,BUJA VIA ROATE,,POINT
VIA S FLOREANO,BUJA,BUJA VIA S FLOREANO,,POINT
VIA S. STEFANO,BUJA,BUJA VIA S. STEFANO,,POINT
VIA SALA,BUJA,BUJA VIA SALA,,POINT
VIA SALETTI,BUJA,BUJA VIA SALETTI,,POINT
VIA SAN BORTUL,BUJA,BUJA VIA SAN BORTUL,,POINT
VIA SAN FLOREANO,BUJA,BUJA VIA SAN FLOREANO,,POINT
VIA SAN GIUSEPPE,BUJA,BUJA VIA SAN GIUSEPPE,,POINT
VIA SANTA CATERINA,BUJA,BUJA VIA SANTA CATERINA,,POINT
VIA SANTA COLOMBA,BUJA,BUJA VIA SANTA COLOMBA,,POINT
VIA SANTO STEFANO,BUJA,BUJA VIA SANTO STEFANO,,POINT
VIA SCJANDELAR,BUJA,BUJA VIA SCJANDELAR,,POINT
VIA SCLUSIZ,BUJA,BUJA VIA SCLUSIZ,,POINT
VIA SCRIZ,BUJA,BUJA VIA SCRIZ,,POINT
VIA SEFFE,BUJA,BUJA VIA SEFFE,,POINT
VIA S.FLOREANO,BUJA,BUJA VIA S.FLOREANO,,POINT
VIA SOLARIS,BUJA,BUJA VIA SOLARIS,,POINT
VIA SOPRAMONTE,BUJA,BUJA VIA SOPRAMONTE,,POINT
VIA SORGENTI CORMOR,BUJA,BUJA VIA SORGENTI CORMOR,,POINT
VIA SOT PASC,BUJA,BUJA VIA SOT PASC,,POINT
VIA SOTTOCASTELLO,BUJA,BUJA VIA SOTTOCASTELLO,,POINT
VIA SOTTOCOLLE,BUJA,BUJA VIA SOTTOCOLLE,,POINT
VIA SOTTOCOSTOIA,BUJA,BUJA VIA SOTTOCOSTOIA,,POINT
VIA SOTTOFRATTA,BUJA,BUJA VIA SOTTOFRATTA,,POINT
VIA SPESSES,BUJA,BUJA VIA SPESSES,,POINT
VIA SPIEDULES,BUJA,BUJA VIA SPIEDULES,,POINT
VIA SPIGJEL,BUJA,BUJA VIA SPIGJEL,,POINT
VIA SPILUNGJE,BUJA,BUJA VIA SPILUNGJE,,POINT
VIA SQUARCIANS,BUJA,BUJA VIA SQUARCIANS,,POINT
VIA STRADE DAI TRENTE CLAPS,BUJA,BUJA VIA STRADE DAI TRENTE CLAPS,,POINT
VIA STRADE DAL LUC,BUJA,BUJA VIA STRADE DAL LUC,,POINT
VIA STRADE DAL POZ,BUJA,BUJA VIA STRADE DAL POZ,,POINT
VIA STRADE DE ANCONE,BUJA,BUJA VIA STRADE DE ANCONE,,POINT
VIA STRADE DE BARADE,BUJA,BUJA VIA STRADE DE BARADE,,POINT
VIA STRADE DE TESE,BUJA,BUJA VIA STRADE DE TESE,,POINT
VIA STRADE DEL CISCJELAT,BUJA,BUJA VIA STRADE DEL CISCJELAT,,POINT
VIA STRADE DES IMAGINES,BUJA,BUJA VIA STRADE DES IMAGINES,,POINT
VIA STRADE DI MIEZ,BUJA,BUJA VIA STRADE DI MIEZ,,POINT
VIA STRADE ROMANE,BUJA,BUJA VIA STRADE ROMANE,,POINT
VIA STRAMBONS,BUJA,BUJA VIA STRAMBONS,,POINT
VIA TARCENTINA,BUJA,BUJA VIA TARCENTINA,,POINT
VIA TAVIELES,BUJA,BUJA VIA TAVIELES,,POINT
VIA TOMBA,BUJA,BUJA VIA TOMBA,,POINT
VIA TONZOLANO,BUJA,BUJA VIA TONZOLANO,,POINT
VIA TORTONA,BUJA,BUJA VIA TORTONA,,POINT
VIA TRENTINES,BUJA,BUJA VIA TRENTINES,,POINT
VIA TREPPO,BUJA,BUJA VIA TREPPO,,POINT
VIA U. PICCOLO,BUJA,BUJA VIA U. PICCOLO,,POINT
VIA URBIGNACCO,BUJA,BUJA VIA URBIGNACCO,,POINT
VIA URSININS GRANDE,BUJA,BUJA VIA URSININS GRANDE,,POINT
VIA URSININS PICCOLO,BUJA,BUJA VIA URSININS PICCOLO,,POINT
VIA URSINIS GRANDE,BUJA,BUJA VIA URSINIS GRANDE,,POINT
VIA URSINIS PICCOLO,BUJA,BUJA VIA URSINIS PICCOLO,,POINT
VIA VIA PROVINCIALE OSOVANA N.13 SCALA B INTERNO 4,BUJA,BUJA VIA VIA PROVINCIALE OSOVANA N.13 SCALA B INTERNO 4,,POINT
VIA VIDAL,BUJA,BUJA VIA VIDAL,,POINT
VIA VIDISET,BUJA,BUJA VIA VIDISET,,POINT
VIA VILLAGGIO BRESCIA,BUJA,BUJA VIA VILLAGGIO BRESCIA,,POINT
VIA VILSBIBURG,BUJA,BUJA VIA VILSBIBURG,,POINT
VIA VIUCE,BUJA,BUJA VIA VIUCE,,POINT
VIA ZALIES,BUJA,BUJA VIA ZALIES,,POINT
VICOLO LINZ,BUJA,BUJA VICOLO LINZ,,POINT
FRAZ. CESCLANS VIA PLANTAS,CAVAZZO CARNICO,CAVAZZO CARNICO FRAZ. CESCLANS VIA PLANTAS,,POINT
LOCALITA' SORANCION,CAVAZZO CARNICO,CAVAZZO CARNICO LOCALITA' SORANCION,,POINT
LOCALITA' VAL,CAVAZZO CARNICO,CAVAZZO CARNICO LOCALITA' VAL,,POINT
PIAZZALE DEI CADUTI,CAVAZZO CARNICO,CAVAZZO CARNICO PIAZZALE DEI CADUTI,,POINT
PIAZZALE DI CADUTI,CAVAZZO CARNICO,CAVAZZO CARNICO PIAZZALE DI CADUTI,,POINT
P.LE CADUTI,CAVAZZO CARNICO,CAVAZZO CARNICO P.LE CADUTI,,POINT
VIA ALDO BRAIDA,CAVAZZO CARNICO,CAVAZZO CARNICO VIA ALDO BRAIDA,,POINT
VIA ALESSANDRO VOLTA,CAVAZZO CARNICO,CAVAZZO CARNICO VIA ALESSANDRO VOLTA,,POINT
VIA BURIEIT,CAVAZZO CARNICO,CAVAZZO CARNICO VIA BURIEIT,,POINT
VIA CURVA,CAVAZZO CARNICO,CAVAZZO CARNICO VIA CURVA,,POINT
"VIA CURVA, 21",CAVAZZO CARNICO,"CAVAZZO CARNICO VIA CURVA, 21",,POINT
VIA DA RIVATA,CAVAZZO CARNICO,CAVAZZO CARNICO VIA DA RIVATA,,POINT
VIA DEL POZZO,CAVAZZO CARNICO,CAVAZZO CARNICO VIA DEL POZZO,,POINT
VIA DEL TIGLIO,CAVAZZO CARNICO,CAVAZZO CARNICO VIA DEL TIGLIO,,POINT
VIA DELLA BARCA,CAVAZZO CARNICO,CAVAZZO CARNICO VIA DELLA BARCA,,POINT
VIA DELLA CHIESA,CAVAZZO CARNICO,CAVAZZO CARNICO VIA DELLA CHIESA,,POINT
VIA DELLA FONTANA,CAVAZZO CARNICO,CAVAZZO CARNICO VIA DELLA FONTANA,,POINT
VIA DI SOPRA,CAVAZZO CARNICO,CAVAZZO CARNICO VIA DI SOPRA,,POINT
VIA DI SOTTO,CAVAZZO CARNICO,CAVAZZO CARNICO VIA DI SOTTO,,POINT
VIA DIVIL,CAVAZZO CARNICO,CAVAZZO CARNICO VIA DIVIL,,POINT
VIA DOTTOR ALDO STROILI,CAVAZZO CARNICO,CAVAZZO CARNICO VIA DOTTOR ALDO STROILI,,POINT
VIA FONTANA,CAVAZZO CARNICO,CAVAZZO CARNICO VIA FONTANA,,POINT
VIA IV NOVEMBRE,CAVAZZO CARNICO,CAVAZZO CARNICO VIA IV NOVEMBRE,,POINT
VIA LIBERALE,CAVAZZO CARNICO,CAVAZZO CARNICO VIA LIBERALE,,POINT
VIA LOBBIA,CAVAZZO CARNICO,CAVAZZO CARNICO VIA LOBBIA,,POINT
VIA LONGERA,CAVAZZO CARNICO,CAVAZZO CARNICO VIA LONGERA,,POINT
VIA MACILARS,CAVAZZO CARNICO,CAVAZZO CARNICO VIA MACILARS,,POINT
VIA MASERIIS,CAVAZZO CARNICO,CAVAZZO CARNICO VIA MASERIIS,,POINT
VIA MASERIS,CAVAZZO CARNICO,CAVAZZO CARNICO VIA MASERIS,,POINT
VIA MONTE GRAPPA,CAVAZZO CARNICO,CAVAZZO CARNICO VIA MONTE GRAPPA,,POINT
VIA PAVEIT,CAVAZZO CARNICO,CAVAZZO CARNICO VIA PAVEIT,,POINT
VIA PIC,CAVAZZO CARNICO,CAVAZZO CARNICO VIA PIC,,POINT
VIA PIETRO ZORUTTI,CAVAZZO CARNICO,CAVAZZO CARNICO VIA PIETRO ZORUTTI,,POINT
VIA PLANTAS,CAVAZZO CARNICO,CAVAZZO CARNICO VIA PLANTAS,,POINT
VIA POSCOLLE,CAVAZZO CARNICO,CAVAZZO CARNICO VIA POSCOLLE,,POINT
VIA POSCOLLE 3,CAVAZZO CARNICO,CAVAZZO CARNICO VIA POSCOLLE 3,,POINT
VIA PRINCIPALE,CAVAZZO CARNICO,CAVAZZO CARNICO VIA PRINCIPALE,,POINT
VIA ROMA,CAVAZZO CARNICO,CAVAZZO CARNICO VIA ROMA,,POINT
VIA RUSAS,CAVAZZO CARNICO,CAVAZZO CARNICO VIA RUSAS,,POINT
VIA SAN ROCCO,CAVAZZO CARNICO,CAVAZZO CARNICO VIA SAN ROCCO,,POINT
VIA SAN VALENTINO,CAVAZZO CARNICO,CAVAZZO CARNICO VIA SAN VALENTINO,,POINT
VIA TRAMBA,CAVAZZO CARNICO,CAVAZZO CARNICO VIA TRAMBA,,POINT
VIA VERDE,CAVAZZO CARNICO,CAVAZZO CARNICO VIA VERDE,,POINT
VIA VERDI,CAVAZZO CARNICO,CAVAZZO CARNICO VIA VERDI,,POINT
VILLAGGIO BURIEIT,CAVAZZO CARNICO,CAVAZZO CARNICO VILLAGGIO BURIEIT,,POINT
VILLAGGIO ENEL,CAVAZZO CARNICO,CAVAZZO CARNICO VILLAGGIO ENEL,,POINT
VILLAGGIO NAVALASCIA,CAVAZZO CARNICO,CAVAZZO CARNICO VILLAGGIO NAVALASCIA,,POINT
VILLAGGIO PIC,CAVAZZO CARNICO,CAVAZZO CARNICO VILLAGGIO PIC,,POINT
BORGO MODENA,CERVIGNANO DEL FRIULI,CERVIGNANO DEL FRIULI BORGO MODENA,,POINT
BORGO SALAMON,CERVIGNANO DEL FRIULI,CERVIGNANO DEL FRIULI BORGO SALAMON,,POINT
CONTRADA DAL MULIN,CERVIGNANO DEL FRIULI,CERVIGNANO DEL FRIULI CONTRADA DAL MULIN,,POINT
LARGO GUGLIELMO OBERDAN,CERVIGNANO DEL FRIULI,CERVIGNANO DEL FRIULI LARGO GUGLIELMO OBERDAN,,POINT
LOCALITA' VIUI,CERVIGNANO DEL FRIULI,CERVIGNANO DEL FRIULI LOCALITA' VIUI,,POINT
PIAZZA DELL'ESODO ISTR. GIUL. DALM.,CERVIGNANO DEL FRIULI,CERVIGNANO DEL FRIULI PIAZZA DELL'ESODO ISTR. GIUL. DALM.,,POINT
PIAZZA GUGLIELMO MARCONI,CERVIGNANO DEL FRIULI,CERVIGNANO DEL FRIULI PIAZZA GUGLIELMO MARCONI,,POINT
PIAZZA INDIPENDENZA,CERVIGNANO DEL FRIULI,CERVIGNANO DEL FRIULI PIAZZA INDIPENDENZA,,POINT
PIAZZA LIBERTA',CERVIGNANO DEL FRIULI,CERVIGNANO DEL FRIULI PIAZZA LIBERTA',,POINT
PIAZZA MARCONI,CERVIGNANO DEL FRIULI,CERVIGNANO DEL FRIULI PIAZZA MARCONI,,POINT
PIAZZA SAN GIROLAMO,CERVIGNANO DEL FRIULI,CERVIGNANO DEL FRIULI PIAZZA SAN GIROLAMO,,POINT
PIAZZA UNITA' D' ITALIA,CERVIGNANO DEL FRIULI,CERVIGNANO DEL FRIULI PIAZZA UNITA' D' ITALIA,,POINT
