alias_address,alias_city,data_prelievo,geocode,geometry,georeferencingString,type
"Scuola elementare S. Pietro, S. Pietro 140 / Grundschule St. Peter, St. Peter 140; WH WC",FUNES/VILLNÖSS,27/03/2018,,,"FUNES Scuola elementare S. Pietro, S. Pietro 140",POINT
"Scuola elementare S. Pietro, S. Pietro 140 / Grundschule St. Peter, St. Peter 140; WH WC Vereinslokale",FUNES/VILLNÖSS,07/09/2018,,,"FUNES Scuola elementare S. Pietro, S. Pietro 140",POINT
"Scuola materna S. Maddalena/Kindergarten St. Magdalen, St. Magdalena 114; WH Küche",FUNES/VILLNÖSS,24/09/2018,,,FUNES Scuola materna S. Maddalena,POINT
"Scuola materna S. Maddalena/Kindergarten St. Magdalena, WH Küche",FUNES/VILLNÖSS,27/11/2018,,,FUNES Scuola materna S. Maddalena,POINT
Scuola materna S. Maddalena/Kindergarten St. Magdalena; WH Küche,FUNES/VILLNÖSS,05/07/2018,,,FUNES Scuola materna S. Maddalena,POINT
Albergo Huber / Gasthaus Huber,GAIS/GAIS,24/10/2018,,,GAIS Huber,POINT
Fontana Brunner / Brunner Brunnen,GAIS/GAIS,17/04/2018,,,GAIS Brunner,POINT
Fontana chiesa / Brunnen Kirche,GAIS/GAIS,17/04/2018,,,GAIS ALTO ADIGE,POINT
Fontana municipio / Brunnen Rathaus,GAIS/GAIS,07/11/2018,,,GAIS alto adige,POINT
f.p. vicino la chiesa e ristorante Stambecco / Öffentlicher Brunnen neben Kirche u. Gh. Steinbock,GLORENZA/GLURNS,01/09/2018,,,GLORENZA f.p.  la chiesa e ristorante Stambecco,POINT
Coldrano: f.p. incrocio via Castello - via Tschanderle / Goldrain: Öffentlicher Brunnen Kreuzung Schlossstr. - Tschanderleweg,LACES/LATSCH,03/12/2018,,,LACES Coldrano: f.p.  via Castello - via Tschanderle,POINT
f.p. Coldrano - piazzetta / Öffentlicher Brunnen Goldrain - Platzl,LACES/LATSCH,12/06/2018,,,LACES f.p. Coldrano - piazzetta,POINT
f.p. pista ciclabile / Öff. Brunnen bei Radweg,LACES/LATSCH,05/03/2018,,,LACES f.p. pista ciclabile,POINT
"f.p. via Schuler / Öffentlicher Brunnen, Schulerstrasse",LACES/LATSCH,27/08/2018,,,LACES f.p. via Schuler,POINT
fontana pubblica zona industriale Pedross / Öffentlicher Brunnen Industriezone Pedross,LACES/LATSCH,24/09/2018,,,LACES fontana pubblica zona industriale Pedross,POINT
ristorante stazione a monte a San Martino / Restaurant Bergstation in St. Martin,LACES/LATSCH,03/12/2018,,,LACES ristorante stazione a monte a San Martino,POINT
Ö.B. neben Kirche,LACES/LATSCH,27/02/2018,,,LACES Ö.B. neben Kirche,POINT
"Albergo ""Maratscher, Plars di Mezzo / Gasthaus Maratscher, Mitterplars",LAGUNDO /ALGUND,12/06/2018,,,"LAGUNDO  Albergo ""Maratscher, Plars di Mezzo",POINT
"GH Gruber, Vellau",LAGUNDO /ALGUND,07/09/2018,,,"LAGUNDO  GH Gruber, Vellau",POINT
"Gasthaus Ladurner, Vellau / Gasthaus Ladurner, Vellau",LAGUNDO /ALGUND,12/06/2018,,,"LAGUNDO  Gasthaus Ladurner, Vellau",POINT
Servizi pubblici seggiovia stazione di monte  /  Öffentl. Toiletten Bergstation Seilbahn,LAGUNDO /ALGUND,22/05/2018,,,LAGUNDO  Servizi pubblici seggiovia stazione di monte,POINT
WC - municipio / Gemeinde -  WC,LAGUNDO /ALGUND,02/07/2018,,,LAGUNDO  WC - municipio,POINT
f.p. via B. Leiter / ö.B. B. Leiter Str.,LAGUNDO /ALGUND,04/04/2018,,,LAGUNDO  f.p. via B. Leiter,POINT
fontana pubblica presso la chiesa / Öffentlicher Brunnen bei Kirche,LAGUNDO /ALGUND,05/08/2018,,,LAGUNDO  fontana pubblica presso la chiesa,POINT
f.p. via B. Leiter / ö.B. B. Leiter Str.,LAGUNDO/ALGUND,07/09/2018,,,LAGUNDO f.p. via B. Leiter,POINT
"Ditta ELA Srl, Zona Artigianale Pontives 10 / Fa. ELA GmbH, Gewerbezone Pontives 10",LAION/LAJEN,17/04/2018,,,"LAION Ditta ELA Srl, Zona Artigianale Pontives 10",POINT
Fontana pubblica Tanürz  /  Öffentlicher Brunnen Tanürz,LAION/LAJEN,05/07/2018,,,LAION  Tanürz,POINT
Fontana pubblica scuola elementare Lajener Ried/Öff. Brunnen Grundschule Lajener Ried,LAION/LAJEN,09/10/2018,,,LAION  scuola elementare Lajener Ried,POINT
Bagni 1° compagnia,LAIVES/LEIFERS,12/11/2018,,,LAIVES Bagni 1° compagnia,POINT
Caserma CC. Guella - rubinetto cucina carabinieri / Kaserne CC. Guella - Wasserhahn der Küche der Carabinieri,LAIVES/LEIFERS,21/02/2018,,,LAIVES Caserma CC. Guella -  carabinieri,POINT
Fontana pubblica Pineta di Laives  /  Fontana pubblica Pineta di Laives,LAIVES/LEIFERS,10/09/2018,,,LAIVES  Pineta di Laives,POINT
Magazzino comunale zona industriale/ Magazin der Gemeinde Industriezone,LAIVES/LEIFERS,02/07/2018,,,LAIVES Magazzino comunale zona industriale,POINT
Scuola Elementare Fraz. Pineta / Grundschule Steinmannwald,LAIVES/LEIFERS,19/02/2018,,,LAIVES Scuola Elementare Fraz. Pineta,POINT
Scuola elementare San Giacomo / Grundschule St. Jakob,LAIVES/LEIFERS,19/02/2018,,,LAIVES Scuola elementare San Giacomo,POINT
WC piscina coperta comunale / WC Gemeindehallenbad,LAIVES/LEIFERS,28/02/2018,,,LAIVES WC piscina coperta comunale,POINT
f.p. giardino zona 46/Öff. Brunnen Garten Zone 46,LAIVES/LEIFERS,14/06/2018,,,LAIVES f.p. giardino zona 46,POINT
"f.p. parco giochi via Sottomonte / öff. Brunnen, Spielplatz, Unterbergstr.",LAIVES/LEIFERS,17/05/2018,,,LAIVES f.p. parco giochi via Sottomonte,POINT
"Albergo ""Pawiglerwirt"" - Pavicolo / Gasthaus Pawiglerwirt - Pawigl",LANA/LANA,03/07/2018,,,"LANA Albergo ""Pawiglerwirt"" - Pavicolo",POINT
Bar Nordkap / Bar Nordkap,LANA/LANA,05/10/2018,,,LANA Bar Nordkap,POINT
f.p. p.zza della chiesa / Öffentlicher Brunnen Kirchplatz,LANA/LANA,04/04/2018,,,LANA f.p. p.zza della chiesa,POINT
"f.p. presso la chiesa ""Kapuziner"" / Öffentlicher Brunnen bei Kapuziner Kirche",LANA/LANA,02/01/2018,,,"LANA f.p. presso la chiesa ""Kapuziner""",POINT
"f.p. presso la chiesa, Foiana / Öffentlicher Brunnen neben Kirche, Völlan",LANA/LANA,05/08/2018,,,"LANA f.p. presso la chiesa, Foiana",POINT
Oris: WC scuola elementare/Eyrs: WC Grundschule,LASA/LAAS,12/11/2018,,,LASA Oris: WC scuola elementare,POINT
f.p. - parcheggio / Öffentlicher Brunnen am Parkplatz,LASA/LAAS,30/07/2018,,,LASA f.p. - parcheggio,POINT
"f.p. ciclabile ""Zapferbad"" / ö.B. Radweg Zapferbad",LASA/LAAS,15/05/2018,,,"LASA f.p. ciclabile ""Zapferbad""",POINT
f.p. strada principale / Öffentlicher Brunnen Hauptstrasse,LASA/LAAS,01/09/2018,,,LASA f.p. strada principale,POINT
fontana pubblica cimitero / Öffentlicher Brunnen Friedhof,LAUREGNO/LAUREIN,08/08/2018,,,LAUREGNO fontana pubblica cimitero,POINT
Albergo Lüsnerhof / Hotel Lüsnerhof,LUSON/LÜSEN,17/10/2018,,,LUSON Albergo Lüsnerhof,POINT
Albergo Lüsnerhof / Hotel Lüsnerhof WH WC,LUSON/LÜSEN,30/08/2018,,,LUSON Albergo Lüsnerhof,POINT
Albergo Lüsnerhof / Hotel Lüsnerhof; WH WC,LUSON/LÜSEN,04/12/2018,,,LUSON Albergo Lüsnerhof,POINT
fontana pubblica piazza paese / Öffentlicher Brunnen Dorfplatz,LUSON/LÜSEN,04/12/2018,,,LUSON fontana pubblica,POINT
Fontana pubblica Caserma dei Pompieri / Öffentlicher Brunnen neben Feuerwehrhalle,MAGRÈ SULLA STRADA DEL VINO/MARGREID AN DER WEINSTRASSE,16/05/2018,,,MAGRÈ SULLA STRADA DEL VINO  Caserma dei Pompieri,POINT
Fontana pubblica vicino casa padronale Löwengang / Öffentl. Brunnen neben Ansitz Löwengang,MAGRÈ SULLA STRADA DEL VINO/MARGREID AN DER WEINSTRASSE,02/06/2018,,,MAGRÈ SULLA STRADA DEL VINO   casa padronale Löwengang,POINT
Tischlerei Amegg / Tischlerei Amegg,MAGRÈ SULLA STRADA DEL VINO/MARGREID AN DER WEINSTRASSE,16/07/2018,,,MAGRÈ SULLA STRADA DEL VINO Tischlerei Amegg,POINT
Fontana pubblica presso Stazione  /  Öff. Brunnen bei Bahnhof,MALLES VENOSTA /MALS,08/06/2018,,,MALLES VENOSTA   presso Stazione,POINT
Fürstenburg - Käse Produktionsraum,MALLES VENOSTA /MALS,03/06/2018,,,MALLES VENOSTA  Fürstenburg - Käse Produktionsraum,POINT
Knottbergquellen nach AB / Knottbergquellen nach AB,MALLES VENOSTA /MALS,24/10/2018,,,MALLES VENOSTA  Knottbergquellen nach AB,POINT
Knottbergquellen vor AB /  Knottbergquellen vor AB,MALLES VENOSTA /MALS,24/10/2018,,,MALLES VENOSTA  Knottbergquellen vor AB,POINT
Sammelschacht Quellen Mischwasser,MALLES VENOSTA /MALS,26/09/2018,,,MALLES VENOSTA  Sammelschacht Quellen Mischwasser,POINT
Sennerei Burgeis Arbeitsraum,MALLES VENOSTA /MALS,03/06/2018,,,MALLES VENOSTA  Sennerei Burgeis Arbeitsraum,POINT
albergo Moriggl - dispensa del latte / Gasthaus Moriggl - Milchkammer,MALLES VENOSTA /MALS,20/11/2018,,,MALLES VENOSTA  albergo Moriggl - dispensa del latte,POINT
fontana pubblica / Öffentlicher Brunnen,MALLES VENOSTA /MALS,20/11/2018,,,MALLES VENOSTA  fontana pubblica,POINT
"ristoro di campagna ""Patzleid"" / Buschenschank: Platzleid",MALLES VENOSTA /MALS,22/10/2018,,,"MALLES VENOSTA  ristoro di campagna ""Patzleid""",POINT
Öffentlicher Brunnen vor Kirche vierzehn Nothelfer / Öffentlicher Brunnen vor Kirche vierzehn Nothelfer,MALLES VENOSTA /MALS,05/02/2018,,,MALLES VENOSTA  Öffentlicher Brunnen vor Kirche vierzehn Nothelfer,POINT
Fontana Posta / Brunnen Post,MAREBBE/ENNEBERG,07/02/2018,,,MAREBBE Fontana Posta,POINT
Fontana chiesa / Brunnen Kirche,MAREBBE/ENNEBERG,07/02/2018,,,MAREBBE Fontana chiesa,POINT
Garni Prantnerhof  /  Garni Prantnerhof,MARLENGO/MARLING,30/05/2018,,,MARLENGO Garni Prantnerhof,POINT
f.p. di fronte al parcheggio / Öffentlicher Brunnen gegenüber Parkplatz,MARLENGO/MARLING,12/04/2018,,,MARLENGO f.p. di fronte al parcheggio,POINT
Serbatoio Thairmühl -  entrata delle sorgenti Platzer Mahd e sorgente Grub / Reservoir Thairmühl - Einlauf der Platzer Mahd Quellen und Grubquelle,MARTELLO/MARTELL,09/05/2018,,,MARTELLO Serbatoio Thairmühl -  entrata delle sorgenti Platzer Mahd e sorgente Grub,POINT
Stallwies: Trattoria Hölderle / Stallwies: GH Hölderle,MARTELLO/MARTELL,06/05/2018,,,MARTELLO Stallwies: Trattoria Hölderle,POINT
WC - vicino comune /WC - neben Gemeinde,MARTELLO/MARTELL,06/05/2018,,,MARTELLO WC -  comune,POINT
WC-Gemeindebauhof,MARTELLO/MARTELL,21/11/2018,,,MARTELLO WC-Gemeindebauhof,POINT
"centro ""Biathlon"" - WC malga di ""Grogg"" / Biathlonzentrum -  WC Groggalm",MARTELLO/MARTELL,20/03/2018,,,"MARTELLO centro ""Biathlon"" - WC malga di ""Grogg""",POINT
f.p. vicino Obkirchhof / öffentlicher Brunnen beim Obkirchhof,MARTELLO/MARTELL,06/05/2018,,,MARTELLO f.p.  Obkirchhof,POINT
Font. pubb. vicino chiesa / Öffentlicher Brunnen neben Kirche,MELTINA/MÖLTEN,09/11/2018,,,MELTINA Font. pubb.,POINT
Fontana pubblica piazza S. Teßmann / Öff. Brunnen Siegfried Teßmann Platz,MELTINA/MÖLTEN,26/09/2018,,,MELTINA  piazza S. Teßmann,POINT
Scuola media Meltina - WC / Grundschule Mölten - WC parterre,MELTINA/MÖLTEN,20/03/2018,,,MELTINA Scuola media Meltina - WC,POINT
fontana pubblica Schlaneid  /  Öff. Brunnen Schlaneid,MELTINA/MÖLTEN,07/03/2018,,,MELTINA fontana pubblica Schlaneid,POINT
Asilo Girotondo - Maia Bassa / Asilo Girotondo - Untermais,MERANO/MERAN,31/01/2018,,,MERANO Asilo Girotondo - Maia Bassa,POINT
Bar Cinzia / Bar Cinzia,MERANO/MERAN,24/01/2018,,,MERANO Bar Cinzia,POINT
Bar Vittoria - Sinigo / Bar Vittoria - Sinich,MERANO/MERAN,24/01/2018,,,MERANO Bar Vittoria - Sinigo,POINT
"Ufficio Igiene, via Goethe n. 7 / Hygieneamt, Goethestr. 7",MERANO/MERAN,24/01/2018,,,"MERANO Ufficio Igiene, via Goethe n. 7",POINT
"Via Planta, condotta delle sorgenti / Plantastrasse Leitung von Quellen",MERANO/MERAN,04/05/2018,,,"MERANO Via Planta, condotta delle sorgenti",POINT
"f.p. ""Brunnegger Brunnen"" via Planta / Öff. Brunnen, Brunegger Brunnen, Plantastrasse",MERANO/MERAN,17/10/2018,,,"MERANO f.p. ""Brunnegger Brunnen"" via Planta",POINT
f.p. presso il Bar Cinzia / Ö.B. bei Bar Cinzia,MERANO/MERAN,28/03/2018,,,MERANO f.p. presso il Bar Cinzia,POINT
"f.p. presso il serbatoio ""Naif"" / Öffentlicher Brunnen bei Reservoir Naiftal",MERANO/MERAN,16/08/2018,,,"MERANO f.p. presso il serbatoio ""Naif""",POINT
f.p. via Brennero/via Roma / Öffentlicher Brunnen Kreuzung Brennerstr./Romstr.,MERANO/MERAN,04/05/2018,,,MERANO f.p. via Brennero,POINT
"ospedale, dialisi dopo l'impianto osmosi / Krankenhaus Meran, Dialyseabteilung nach der Osmoseanlage",MERANO/MERAN,27/03/2018,,,"MERANO ospedale, dialisi dopo l'impianto osmosi",POINT
"ospedale, dialisi prima dell'impianto osmosi / Krankenhaus Meran, Dialyseabteilung vor der Osmoseanlage",MERANO/MERAN,27/03/2018,,,"MERANO ospedale, dialisi prima dell'impianto osmosi",POINT
pozzo di distribuzione Tell / Verteilerschacht Töll,MERANO/MERAN,02/05/2018,,,MERANO pozzo di distribuzione Tell,POINT
Ö.B. Steinachweg,MERANO/MERAN,22/02/2018,,,MERANO Ö.B. Steinachweg,POINT
Pensione Panorama / Pension Panorama,MONGUELFO - TESIDO/WELSBERG - TAISTEN,26/03/2018,,,MONGUELFO - TESIDO,POINT
Fontana pubblica verso Pinzon / Öffentlicher Brunnen Richtung Pinzon,MONTAGNA/MONTAN,15/03/2018,,,MONTAGNA  verso Pinzon,POINT
Fontana pubblica vicino Gasthaus Pernter Gschnon / Öffentlicher Brunnen neben Gasthaus Pernter Gschnon,MONTAGNA/MONTAN,09/06/2018,,,MONTAGNA   Gasthaus Pernter Gschnon,POINT
"Fontana pubblica, via Collina di sopra / Öffentlicher Hügelgasse Brunnen oben",MONTAGNA/MONTAN,15/03/2018,,,"MONTAGNA , via Collina di sopra",POINT
Scuola elementare Plata / Grundschule Platt,MOSO DI PASSIRIA /MOOS IN PASSEIER,03/12/2018,,,MOSO DI PASSIRIA  Scuola elementare Plata,POINT
"f.p. Plan / Öffentlicher Brunnen, Pfelders",MOSO DI PASSIRIA /MOOS IN PASSEIER,03/12/2018,,,MOSO DI PASSIRIA  f.p. Plan,POINT
f.p. presso cassa di risparmio / Öff. Brunnen bei Sparkasse,NATURNO/NATURNS,17/10/2018,,,NATURNO f.p. presso cassa di risparmio,POINT
f.p. presso il luogo di sosta - ciclabile / Öffentlicher Brunnen bei Raststätte-Radweg,NATURNO/NATURNS,05/08/2018,,,NATURNO f.p. presso il luogo di sosta - ciclabile,POINT
"f.p. vicino bar ""Rössl"" / Öffentlicher Brunnen bei  Bar Rössl",NATURNO/NATURNS,12/06/2018,,,"NATURNO f.p.  bar ""Rössl""",POINT
serb. Cirlano - ingresso / Res. Tschirland - Einlauf,NATURNO/NATURNS,11/06/2018,,,NATURNO serb. Cirlano - ingresso,POINT
Fontana pubblica davanti alla cassa rurale / Öffentlicher Brunnen vor Raiffeisenkasse,NAZ-SCIAVES/NATZ-SCHABS,07/02/2018,,,NAZ-SCIAVES   alla cassa rurale,POINT
"Rathaus Schabs, Peter-Kemenater-Str. 18/Rathaus Schabs, Peter-Kemenater-Str. 18",NAZ-SCIAVES/NATZ-SCHABS,09/11/2018,,,"NAZ-SCIAVES Rathaus Schabs, Peter-Kemenater-Str. 18",POINT
"Rathaus Schabs, Peter-Kemenater-Str. 18/Rathaus Schabs, Peter-Kemenater-Str. 18 - WH WC",NAZ-SCIAVES/NATZ-SCHABS,07/02/2018,,,"NAZ-SCIAVES Rathaus Schabs, Peter-Kemenater-Str. 18",POINT
"Rathaus Schabs, Peter-Kemenater-Str. 18/Rathaus Schabs, Peter-Kemenater-Str. 18, WH WC",NAZ-SCIAVES/NATZ-SCHABS,22/03/2018,,,"NAZ-SCIAVES Rathaus Schabs, Peter-Kemenater-Str. 18",POINT
Scuola materna Rasa / Kindergarten Raas,NAZ-SCIAVES/NATZ-SCHABS,11/12/2018,,,NAZ-SCIAVES Scuola materna Rasa,POINT
"Scuola materna Rasa / Kindergarten Raas, WH WC",NAZ-SCIAVES/NATZ-SCHABS,22/03/2018,,,NAZ-SCIAVES Scuola materna Rasa,POINT
"Viumser Speck snc, via S. Maddalena n.2 / Viumser Speck OHG, St. Magdalena Straße 2",NAZ-SCIAVES/NATZ-SCHABS,20/06/2018,,,"NAZ-SCIAVES Viumser Speck snc, via S. Maddalena n.2",POINT
Fontana pubblica presso Chiesa / Öffentlicher Brunnen vor Kirche,NOVA LEVANTE/WELSCHNOFEN,13/09/2018,,,NOVA LEVANTE  presso Chiesa,POINT
Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,NOVA LEVANTE/WELSCHNOFEN,13/09/2018,,,NOVA LEVANTE  presso Municipio,POINT
GH Luis  / GH Luis,NOVA LEVANTE/WELSCHNOFEN,30/01/2018,,,NOVA LEVANTE GH Luis,POINT
Scuola Media / Mittelschule,NOVA LEVANTE/WELSCHNOFEN,30/01/2018,,,NOVA LEVANTE Scuola Media,POINT
WC pubblici vicino ufficio skipass/Öff. Toiletten bei Skipassbüro,NOVA LEVANTE/WELSCHNOFEN,17/01/2018,,,NOVA LEVANTE WC pubblici  ufficio skipass,POINT
Asilo Eggen / Kindergarten Eggen,NOVA PONENTE/DEUTSCHNOFEN,28/03/2018,,,NOVA PONENTE Asilo,POINT
Asilo Monte S. Pietro / Kindergarten Petersberg,NOVA PONENTE/DEUTSCHNOFEN,28/03/2018,,,NOVA PONENTE Asilo Monte S. Pietro,POINT
Scuola elementare Petersberg / Grundschule Petersberg,NOVA PONENTE/DEUTSCHNOFEN,11/07/2018,,,NOVA PONENTE Scuola elementare Petersberg,POINT
Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,NOVA PONENTE/DEUTSCHNOFEN-,11/07/2018,,,NOVA PONENTE  presso Municipio,POINT
fontana pubblica via val di Fiemme / öff. Brunnen Fleimstalstraße,ORA/AUER,07/05/2018,,,ORA fontana pubblica via val di Fiemme,POINT
Öfficina Falser / Maschinenbau Falser,ORA/AUER,26/03/2018,,,ORA Öfficina Falser,POINT
Gasthaus Samont / Gasthaus Samont,ORTISEI/ST. ULRICH,08/01/2018,,,ORTISEI Gasthaus Samont,POINT
"font. pubb. Raetiaplatz / Öffentlicher Brunnen, Raetiaplatz",ORTISEI/ST. ULRICH,07/09/2018,,,ORTISEI font. pubb. Raetiaplatz,POINT
sede distretto sanitario / Sitz Sanitätssprengel,ORTISEI/ST. ULRICH,03/07/2018,,,ORTISEI sede distretto sanitario,POINT
f.p. piazza Gerold - Rabla' / Öffentlicher Brunnen Geroldplatz in Rabland,PARCINES/PARTSCHINS,19/11/2018,,,PARCINES f.p. piazza Gerold - Rabla',POINT
pozzetto via Stampf / Schacht Stampfstr.,PARCINES/PARTSCHINS,09/11/2018,,,PARCINES pozzetto via Stampf,POINT
Fontana municipio / Brunnen Rathaus,PERCA/PERCHA,11/05/2018,,,PERCA Fontana municipio,POINT
"f.p. presso pensione ""Stefanshof"" / Öffentlicher Brunnen bei Pension Stefanshof",PLAUS/PLAUS,04/12/2018,,,"PLAUS f.p. presso pensione ""Stefanshof""",POINT
Uffici comunali Ponte Gardena / Gemeindeamt Waidbruck  - WH WC,PONTE GARDENA/WAIDBRUCK,09/11/2018,,,PONTE GARDENA Uffici comunali Ponte Gardena,POINT
Uffici comunali Ponte Gardena / Gemeindeamt Waidbruck; WH WC,PONTE GARDENA/WAIDBRUCK,07/05/2018,,,PONTE GARDENA Uffici comunali Ponte Gardena,POINT
WC municipio / Gemeinde WC,POSTAL/BURGSTALL,12/06/2018,,,POSTAL WC municipio,POINT
f.p. presso il comune / Öffentl. Brunnen neben Gemeinde,POSTAL/BURGSTALL,04/04/2018,,,POSTAL f.p. presso il comune,POINT
"f.p. presso ""Sport Fahrner"" / Öffentlicher Brunnen bei Sport Fahrner",PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,02/12/2018,,,"PRATO ALLO STELVIO f.p. presso ""Sport Fahrner""",POINT
"f.p. presso albergo ""Stern"" / ö.B. bei Gasthaus Stern",PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,19/06/2018,,,"PRATO ALLO STELVIO f.p. presso albergo ""Stern""",POINT
Fontana municipio / Brunnen Rathaus,PREDOI/PRETTAU,19/09/2018,,,PREDOI Fontana municipio,POINT
"f.p. presso albergo ""neue Post"" / Ö.B. bei GH Neue Post",PROVES/PROVEIS,08/08/2018,,,"PROVES f.p. presso albergo ""neue Post""",POINT
Albergo Gilfenklamm / Gasthaus Gilfenklamm - Stange Alte TWL WH Bar,RACINES/RATSCHINGS,20/08/2018,,,RACINES Albergo Gilfenklamm,POINT
Asilo di Maretta / Kindergarten in Mareit,RACINES/RATSCHINGS,07/11/2018,,,RACINES Asilo di Maretta,POINT
Asilo di Maretta / Kindergarten in Mareit - WH Garten,RACINES/RATSCHINGS,22/08/2018,,,RACINES Asilo di Maretta,POINT
Asilo di Maretta / Kindergarten in Mareit - WH Küche - Entnahme ohne abflammen,RACINES/RATSCHINGS,27/03/2018,,,RACINES Asilo di Maretta,POINT
"Auto Gasser, Industriezone Unterackern, WH WC Personal",RACINES/RATSCHINGS,07/12/2018,,,"RACINES Auto Gasser, Industriezone Unterackern, WH WC Personal",POINT
"Cappella S.Antonio, fontana pubblica / Kapelle St. Anton, Öff. Brunnen",RACINES/RATSCHINGS,20/08/2018,,,"RACINES Cappella S.Antonio, fontana pubblica",POINT
Fontana pubblica comune Stanga / Öff. Brunnen Gemeindeamt Stange,RACINES/RATSCHINGS,07/03/2018,,,RACINES  comune Stanga,POINT
Kindergarten Maiern; WH Küche,RACINES/RATSCHINGS,30/05/2018,,,RACINES Kindergarten Maiern; WH Küche,POINT
Mareit Sonnenseite / Fam . Schölzhorn Herbert / Fam. Schölzhorn Herbert; WH Milchkammer,RACINES/RATSCHINGS,30/05/2018,,,RACINES Mareit Sonnenseite,POINT
Museo minerario - amministrazione / Bergbaumuseum Verwaltungsgebäude - WH WC Verwaltungsgebäude,RACINES/RATSCHINGS,30/05/2018,,,RACINES Museo minerario - amministrazione,POINT
"Rest. Bar/Pizzeria Camping, Strada Giovo. 2/B - / Rest. Bar/Pizzeria Camping, Jaufenstr. 2/B",RACINES/RATSCHINGS,07/03/2018,,,RACINES Rest. Bar,POINT
"Rest. Bar/Pizzeria Camping, Strada Giovo. 2/B - / Rest. Bar/Pizzeria Camping, Jaufenstr. 2/B - WH Bar",RACINES/RATSCHINGS,05/03/2018,,,RACINES Rest. Bar,POINT
Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings,RACINES/RATSCHINGS,07/03/2018,,,RACINES Wellness Sporthotel Ratschings,POINT
Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings - WH Küche,RACINES/RATSCHINGS,22/08/2018,,,RACINES Wellness Sporthotel Ratschings,POINT
Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings - WH Küche - ohne Abflammen,RACINES/RATSCHINGS,10/03/2018,,,RACINES Wellness Sporthotel Ratschings,POINT
Öff. Brunnen Obertelfes,RACINES/RATSCHINGS,30/05/2018,,,RACINES Öff. Brunnen Obertelfes,POINT
Alpenresidenz Antholz  /  Alpenresidenz Antholz,RASUN ANTERSELVA/RASEN ANTHOLZ,23/07/2018,,,RASUN ANTERSELVA Alpenresidenz Antholz,POINT
Fontana Maso Müller / Brunnen Müllerhof,RASUN ANTERSELVA/RASEN ANTHOLZ,15/10/2018,,,RASUN ANTERSELVA Fontana Maso Müller,POINT
Fontana chiesa / Brunnen Kirche,RASUN ANTERSELVA/RASEN ANTHOLZ,15/10/2018,,,RASUN ANTERSELVA Fontana chiesa,POINT
Fontana chiesa di mezzo / Brunnen Kirche Mittertal,RASUN ANTERSELVA/RASEN ANTHOLZ,15/10/2018,,,RASUN ANTERSELVA Fontana chiesa di mezzo,POINT
Fontana scuola elementare / Brunnen Grundschule,RASUN ANTERSELVA/RASEN ANTHOLZ,17/07/2018,,,RASUN ANTERSELVA Fontana scuola elementare,POINT
Asilo Auna di Sotto / Kindergarten Unterinn,RENON/RITTEN,04/10/2018,,,RENON Asilo Auna di Sotto,POINT
Friedhof Unterinn,RENON/RITTEN,13/06/2018,,,RENON Friedhof Unterinn,POINT
Friedhof Unterinn  /  Friedhof Unterinn,RENON/RITTEN,01/08/2018,,,RENON Friedhof Unterinn,POINT
Gasthaus Seeberger - Wangen Sill,RENON/RITTEN,05/03/2018,,,RENON Gasthaus Seeberger - Wangen Sill,POINT
Gasthof Signaterhof / Gasthof Signaterhof,RENON/RITTEN,01/08/2018,,,RENON  Signaterhof,POINT
Hotel am Wolfsgrubener See / Hotel am Wolfsgrubener See,RENON/RITTEN,13/06/2018,,,RENON Hotel am Wolfsgrubener See,POINT
font. pubb.  Collalbo / Öffentlicher Brunnen Klobenstein,RENON/RITTEN,19/07/2018,,,RENON font. pubb.  Collalbo,POINT
font. pubb. Signat / Öffentlicher Brunnen Signat,RENON/RITTEN,13/06/2018,,,RENON font. pubb. Signat,POINT
font. pubb. vicino chiesa / Öffentlicher Brunnen neben Kirche,RENON/RITTEN,20/07/2018,,,RENON font. pubb.,POINT
fontana pubblica piazza / Öffentlicher Brunnen Dorfplatz,RENON/RITTEN,24/09/2018,,,RENON fontana pubblica piazza,POINT
nuova scuola elementare Longostagno/Neue Grundschule Lengstein,RENON/RITTEN,13/06/2018,,,RENON nuova scuola elementare Longostagno,POINT
rubinetto cimitero Campodazzo / Friedhof Atzwang,RENON/RITTEN,05/09/2018,,,RENON rubinetto cimitero Campodazzo,POINT
scuola elementare Longostagno / Grundschule Lengstein,RENON/RITTEN,23/01/2018,,,RENON scuola elementare Longostagno,POINT
scuola materna Auna di Sopra / Kindergarten Oberrinn,RENON/RITTEN,01/08/2018,,,RENON scuola materna Auna di Sopra,POINT
scuola media  Collalbo / Mittelschule Klobenstein,RENON/RITTEN,01/08/2018,,,RENON scuola media  Collalbo,POINT
Fontana pubblica alla Banca Popolare / Öffentlicher Brunnen bei Volksbank,RIO DI PUSTERIA/MÜHLBACH,14/06/2018,,,RIO DI PUSTERIA  alla Banca Popolare,POINT
