Data prelievo / Entnahme Datum ,Codice Comune / Gemeindekodex,Comune / Gemeinde,Codice acquedotto / Kodex TWL,Denominazione acquedotto / TWL Benennung,Codice punto di prel. / Kodex Entnahmepunkt,Punto di prelievo / Entnahmepunkt,Conduc. Elettr. Spec.µS/cm,pH,Durezza totale F°,Durezza totale °D,Alcalinità CO3 mg/L,Alcalinità HCO3 mg/L,Ossidabilità O2 mg/L,Ammonio NH4 mg/L,Nitriti NO2 mg/L,Fluoruri mg/L,Cloruri mg/L,Nitrati NO3 mg/L,Solfati mg/L,Sodiomg/L,Boro µg/L,Alluminio µg/L,Cromo µg/L,Selenio µg/L,Vanadio µg/L,Rame mg/L,Nichel µg/L,Zinco µg/L,Arsenico µg/L,Antimonio µg/L,Cadmioµg/L,Piomboµg/L,Uranio µg/L,Ferro µg/L,Manganese µg/L,Mercurio µg/L,Idrocarburi policiclici aromatici µg/L,Benzo(a)pirene µg/L,Benzene µg/L,"1,2-Dicloroetano µg/L",Tricloroetilene (Trielina)µg/L,Tetracloroetileneµg/L,Trialometani µg/L,Cloroformioµg/L,Bromoformioµg/L,Dibromoclorometanoµg/L,Bromodiclorometanoµg/L
13/11/2018,86.0,SARENTINO/SARNTAL,T0001,Sarentino paese / Sarnthein Dorf,E04,Font. pubbl. Kirchplatz vor Rathaus / Öffentlicher Brunnen Kirchplatz vor Rathaus,102,6.9,5,2.8000000000000003,0,42,< 0.5,< 0.02,< 0.01,0.14,4,6,10,4,< 0.1,29,< 1,< 1,< 1,< 0.1,< 1,8,< 1,< 0.5,< 0.5,< 1,< 0.5,18,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
15/05/2018,86.0,SARENTINO/SARNTAL,T0005,Pens Weissenbach / Pens Weissenbach,E09,Kindergarten Weissenbach  /  Kindergarten Weissenbach,80,7.4,4,2.24,0,26,< 0.5,< 0.02,< 0.01,0.07,< 1,< 1,21,2,< 0.1,< 4,< 1,< 1,< 1,< 0.1,1,19,2,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
11/01/2018,86.0,SARENTINO/SARNTAL,T0006,Niederwangen / Niederwangen,E01,Pension Hofer / Pension Hofer,54,7.4,3,1.6800000000000002,0,30,,< 0.02,< 0.01,0.19,< 1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2018,86.0,SARENTINO/SARNTAL,T0006,Niederwangen / Niederwangen,E01,Pension Hofer / Pension Hofer,54,7.2,2,1.12,0,28,< 0.5,< 0.02,< 0.01,0.11,1,3,4,3,< 0.1,18,< 1,< 1,< 1,< 0.1,< 1,36,< 1,< 0.5,< 0.5,< 1,1.3,27,< 2,< 0.2,,,,,,,,,,,
03/05/2018,86.0,SARENTINO/SARNTAL,T0008,Windlahn / Windlahn,E11,Privato/Privat,99,8.1,5,2.8000000000000003,0,60,< 0.5,< 0.02,< 0.01,0.05,< 1,8,3,2,< 0.1,21,< 1,< 1,< 1,< 0.1,< 1,2,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
22/10/2018,86.0,SARENTINO/SARNTAL,T0008,Windlahn / Windlahn,E11,Privato/Privat,95,8,4,2.24,0,60,< 0.5,< 0.02,< 0.01,0.07,< 1,3,2,2,< 0.1,14,< 1,< 1,< 1,< 0.1,< 1,2,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
02/05/2018,86.0,SARENTINO/SARNTAL,T0011,Öttenbach - Glern / Öttenbach - Glern,E02,Reservoir Mair in der Wies - Zulauf /  Reservoir Mair in der Wies - Zulauf,22,6.9,1,0.56,0,13,< 0.5,< 0.02,< 0.01,< 0.05,< 1,1,2,< 1,< 0.1,7,< 1,< 1,< 1,< 0.1,< 1,52,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
13/11/2018,86.0,SARENTINO/SARNTAL,T0011,Öttenbach - Glern / Öttenbach - Glern,E02,Reservoir Mair in der Wies - Zulauf /  Reservoir Mair in der Wies - Zulauf,26,6.9,2,1.12,0,27,,< 0.02,< 0.01,< 0.05,< 1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2018,86.0,SARENTINO/SARNTAL,T0014,Aberstückl / Aberstückl,E01,Schulhaus Aberstückl / Schulhaus Aberstückl,48,6.7,2,1.12,0,32,< 0.5,< 0.02,< 0.01,0.11,< 1,1,5,2,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,187,5,< 0.5,< 0.5,1,0.5,20,< 2,< 0.2,,,,,,,,,,,
13/11/2018,86.0,SARENTINO/SARNTAL,T0014,Aberstückl / Aberstückl,E01,Schulhaus Aberstückl / Schulhaus Aberstückl,50,7.1,3,1.6800000000000002,0,26,< 0.5,< 0.02,< 0.01,0.13,< 1,1,5,2,< 0.1,11,< 1,< 1,< 1,< 0.1,< 1,52,5,< 0.5,< 0.5,< 1,0.8,14,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
05/11/2018,86.0,SARENTINO/SARNTAL,T0002,Campolasta / Astfeld,E04,Scuola elementare Astfeld / Grundschule Astfeld,94,7.3,5,2.8000000000000003,0,55,< 0.5,< 0.02,< 0.01,0.09,< 1,1,8,2,< 0.1,9,< 1,< 1,< 1,< 0.1,< 1,46,< 1,< 0.5,< 0.5,< 1,< 0.5,18,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
11/01/2018,86.0,SARENTINO/SARNTAL,T0002,Campolasta / Astfeld,E04,Scuola elementare Astfeld / Grundschule Astfeld,97,7.8,5,2.8000000000000003,0,47,,< 0.02,< 0.01,0.14,1,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2018,86.0,SARENTINO/SARNTAL,T0002,Campolasta / Astfeld,E04,Scuola elementare Astfeld / Grundschule Astfeld,115,7.5,6,3.3600000000000003,0,55,,< 0.02,< 0.01,0.15,2,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/2018,86.0,SARENTINO/SARNTAL,T0002,Campolasta / Astfeld,E04,Scuola elementare Astfeld / Grundschule Astfeld,55,7,2,1.12,0,29,,< 0.02,< 0.01,< 0.05,< 1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/2018,86.0,SARENTINO/SARNTAL,T0009,Steet / Steet,E01,Tankstelle API - Steet 81 / Tankstelle API - Steet 81,179,7.2,8,4.48,0,114,< 0.5,< 0.02,< 0.01,0.06,2,6,6,4,< 0.1,< 4,< 1,< 1,1,< 0.1,< 1,46,< 1,< 0.5,< 0.5,< 1,0.9,< 10,< 2,< 0.2,,,,,,,,,,,
02/05/2018,86.0,SARENTINO/SARNTAL,T0015,Gentersberg / Gentersberg,E02,Unterbrecherschacht Stauderhof - Zulauf  /  Unterbrecherschacht Stauderhof - Zulauf,83,7.2,4,2.24,0,39,< 0.5,< 0.02,< 0.01,0.26,< 1,2,14,2,< 0.1,6,< 1,< 1,< 1,< 0.1,< 1,< 1,< 1,< 0.5,< 0.5,< 1,0.7,57,< 2,< 0.2,,,,,,,,,,,
05/11/2018,86.0,SARENTINO/SARNTAL,T0004,Valdurna / Durnholz,E04,WC pubblico parcheggio / Öffentlich. WC Parkplatz,27,7,1,0.56,0,8,< 0.5,< 0.02,< 0.01,0.11,< 1,< 1,6,2,< 0.1,< 4,< 1,< 1,< 1,< 0.1,2,16,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
21/02/2018,86.0,SARENTINO/SARNTAL,T0004,Valdurna / Durnholz,E04,WC pubblico parcheggio / Öffentlich. WC Parkplatz,36,6.4,1,0.56,0,11,,< 0.02,< 0.01,0.12,< 1,< 1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2018,86.0,SARENTINO/SARNTAL,T0001,Sarentino paese / Sarnthein Dorf,E02,font. pubbl. - Grieserplatz / Öffentlicher Brunnen - Grieserplatz,89,7.9,5,2.8000000000000003,0,50,,< 0.02,< 0.01,< 0.05,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2018,86.0,SARENTINO/SARNTAL,T0001,Sarentino paese / Sarnthein Dorf,E02,font. pubbl. - Grieserplatz / Öffentlicher Brunnen - Grieserplatz,94,8,5,2.8000000000000003,0,48,,< 0.02,< 0.01,< 0.05,2,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2018,86.0,SARENTINO/SARNTAL,T0001,Sarentino paese / Sarnthein Dorf,E02,font. pubbl. - Grieserplatz / Öffentlicher Brunnen - Grieserplatz,94,8,5,2.8000000000000003,0,50,,< 0.02,< 0.01,< 0.05,2,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2018,86.0,SARENTINO/SARNTAL,T0002,Campolasta / Astfeld,E01,fontana pubbl. Astfeld / Öffentlicher Brunnen Astfeld,78,7.7,4,2.24,0,43,,< 0.02,< 0.01,0.07,< 1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2018,86.0,SARENTINO/SARNTAL,T0005,Pens Weissenbach / Pens Weissenbach,E06,scuola elementare nuova - Weissenbach / Neue Grundschule - Weissenbach,75,7.1,4,2.24,0,24,,< 0.02,< 0.01,0.06,< 1,1,19,,,,,,,,,,,,,,7,,,,,,,,,,,,,,
03/12/2018,86.0,SARENTINO/SARNTAL,T0003,Reinswald / Reinswald,E04,scuola materna/elementare Reinswald / Grundschule/Kindergarten Reinswald,58,7.4,2,1.12,0,31,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,6,1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,31,< 1,< 0.5,< 0.5,< 1,< 0.5,872,7,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
15/05/2018,86.0,SARENTINO/SARNTAL,T0003,Reinswald / Reinswald,E04,scuola materna/elementare Reinswald / Grundschule/Kindergarten Reinswald,51,7.2,2,1.12,0,25,,< 0.02,< 0.01,< 0.05,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2018,86.0,SARENTINO/SARNTAL,T0003,Reinswald / Reinswald,E04,scuola materna/elementare Reinswald / Grundschule/Kindergarten Reinswald,55,6.8,1,0.56,0,13,< 0.5,< 0.02,< 0.01,0.06,< 1,1,3,< 1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,51,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
12/06/2018,87.0,SCENA/SCHENNA,T0002,Prenn/Prenn,E01,Gasthaus Prennanger/Gasthaus Prennanger,36,7.3,1,0.56,0,13,< 0.5,< 0.02,< 0.01,< 0.05,< 1,< 1,8,3,< 0.1,< 4,< 1,< 1,< 1,< 0.1,1,7,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
12/06/2018,87.0,SCENA/SCHENNA,T0003,Talle / Untertall,E03,Privato/Privat,72,8.3,3,1.6800000000000002,0,33,< 0.5,< 0.02,< 0.01,0.07,< 1,1,11,3,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,2,< 1,< 0.5,< 0.5,< 1,< 0.5,272,< 2,< 0.2,,,,,,,,,,,
12/06/2018,87.0,SCENA/SCHENNA,T0004,Schennaberg / Schennaberg,E01,"Schennaberg - Albergo ""Greitererhof"" / Schennaberg - Gasthof Greitererhof",85,7.6,4,2.24,0,50,< 0.5,< 0.02,< 0.01,< 0.05,< 1,3,4,< 1,< 0.1,4,< 1,< 1,< 1,< 0.1,< 1,2,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
23/10/2018,87.0,SCENA/SCHENNA,T0004,Schennaberg / Schennaberg,E01,"Schennaberg - Albergo ""Greitererhof"" / Schennaberg - Gasthof Greitererhof",99,7.7,5,2.8000000000000003,0,61,< 0.5,< 0.02,< 0.01,0.07,< 1,3,5,< 1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,2,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
11/07/2018,87.0,SCENA/SCHENNA,T0001,Scena / Schenna,E02,f.p. a Verdins / Öffentlicher Brunnen in Verdins,42,6.9,2,1.12,0,29,,< 0.02,< 0.01,< 0.05,< 1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2018,87.0,SCENA/SCHENNA,T0001,Scena / Schenna,E03,"f.p. presso ""Torgglerhof"" / Öffentlicher Brunnen bei Torgglerhof",47,7.1,3,1.6800000000000002,0,30,,< 0.02,< 0.01,< 0.05,< 1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2018,87.0,SCENA/SCHENNA,T0001,Scena / Schenna,E03,"f.p. presso ""Torgglerhof"" / Öffentlicher Brunnen bei Torgglerhof",50,7.7,3,1.6800000000000002,0,29,,< 0.02,< 0.01,< 0.05,< 1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2018,87.0,SCENA/SCHENNA,T0001,Scena / Schenna,E03,"f.p. presso ""Torgglerhof"" / Öffentlicher Brunnen bei Torgglerhof",58,6.8,4,2.24,0,35,,< 0.02,< 0.01,< 0.05,< 1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2018,87.0,SCENA/SCHENNA,T0001,Scena / Schenna,E03,"f.p. presso ""Torgglerhof"" / Öffentlicher Brunnen bei Torgglerhof",46,7,2,1.12,0,27,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,2,< 1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,< 1,< 1,< 0.5,< 0.5,< 1,0.7,< 10,< 2,< 0.2,,,,,,,,,,,
15/11/2018,87.0,SCENA/SCHENNA,T0001,Scena / Schenna,E03,"f.p. presso ""Torgglerhof"" / Öffentlicher Brunnen bei Torgglerhof",48,7.9,2,1.12,0,31,,< 0.02,< 0.01,< 0.05,< 1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/08/2018,87.0,SCENA/SCHENNA,T0001,Scena / Schenna,E03,"f.p. presso ""Torgglerhof"" / Öffentlicher Brunnen bei Torgglerhof",59,7.1,3,1.6800000000000002,0,33,,< 0.02,< 0.01,< 0.05,< 1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2018,87.0,SCENA/SCHENNA,T0001,Scena / Schenna,E03,"f.p. presso ""Torgglerhof"" / Öffentlicher Brunnen bei Torgglerhof",42,7.7,2,1.12,0,24,,< 0.02,< 0.01,< 0.05,< 1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/10/2018,87.0,SCENA/SCHENNA,T0001,Scena / Schenna,E03,"f.p. presso ""Torgglerhof"" / Öffentlicher Brunnen bei Torgglerhof",46,7.3,2,1.12,0,30,,< 0.02,< 0.01,0.05,< 1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/2018,87.0,SCENA/SCHENNA,T0001,Scena / Schenna,E01,fb presso gelateria Mario / Öffentlicher Brunnen bei Eisdiele Mario,42,7.7,8,4.48,0,104,,< 0.02,< 0.01,< 0.05,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/2018,88.0,SELVA DEI MOLINI/MÜHLWALD,T0008,Gornerberg / Gornerberg,E01,Caseificio Hochgruber / Käserei Hochgruber,22,7.4,1,0.56,0,13,< 0.5,< 0.02,< 0.01,< 0.05,< 1,< 1,2,1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,1,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
07/08/2018,88.0,SELVA DEI MOLINI/MÜHLWALD,T0001,Selva dei Molini / Mühlwald,E01,Fontana chiesa / Brunnen Kirche,57,7,2,1.12,0,39,< 0.5,< 0.02,< 0.01,< 0.05,< 1,< 1,2,1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,3,< 1,< 0.5,< 0.5,< 1,7.9,< 10,< 2,< 0.2,,,,,,,,,,,
26/04/2018,88.0,SELVA DEI MOLINI/MÜHLWALD,T0001,Selva dei Molini / Mühlwald,E01,Fontana chiesa / Brunnen Kirche,50,6.9,3,1.6800000000000002,0,35,,< 0.02,< 0.01,< 0.05,< 1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/04/2018,88.0,SELVA DEI MOLINI/MÜHLWALD,T0002,Lappago / Lappach,E02,Fontana chiesa / Brunnen Kirche,225,7.2,14,7.840000000000001,0,141,,< 0.02,< 0.01,< 0.05,< 1,< 1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2018,88.0,SELVA DEI MOLINI/MÜHLWALD,T0001,Selva dei Molini / Mühlwald,E05,Municipio / Rathaus,52,7.4,3,1.6800000000000002,0,37,,< 0.02,< 0.01,< 0.05,< 1,< 1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/2018,88.0,SELVA DEI MOLINI/MÜHLWALD,T0004,Mairhofberg / Mairhofberg,E02,Privato/Privat,57,7.6,3,1.6800000000000002,0,36,< 0.5,< 0.02,< 0.01,< 0.05,< 1,< 1,5,< 1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,2,< 1,< 0.5,< 0.5,< 1,< 0.5,26,< 2,< 0.2,,,,,,,,,,,
09/07/2018,89.0,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,T0001,Selva / Selva,E24,Fontana davanti all''Hotel Alpin  /  Brunnen vor Hotel Alpin,145,8.2,7,3.9200000000000004,0,97,,< 0.02,< 0.01,< 0.05,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2018,89.0,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,T0003,Recia Ciaslat / Recia Ciaslat,E04,Privato/Privat,209,7.9,11,6.16,0,136,,< 0.02,< 0.01,0.07,< 1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/08/2018,89.0,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,T0001,Selva / Selva,E14,Ufficio Posta / Postamt,153,8.2,9,5.040000000000001,0,105,,< 0.02,< 0.01,< 0.05,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/12/2018,89.0,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,T0004,Touristenzone Plan de Gralba / Touristenzone Plan de Gralba,E05,Val  Pudra / Val  Pudra,163,8.1,9,5.040000000000001,0,111,< 0.5,< 0.02,< 0.01,< 0.05,2,2,3,2,< 0.1,11,< 1,< 1,< 1,< 0.1,< 1,60,< 1,< 0.5,< 0.5,< 1,< 0.5,117,< 2,< 0.2,,,,,,,,,,,
09/07/2018,89.0,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,T0004,Touristenzone Plan de Gralba / Touristenzone Plan de Gralba,E05,Val  Pudra / Val  Pudra,153,8,7,3.9200000000000004,0,102,< 0.5,< 0.02,< 0.01,< 0.05,2,2,2,1,< 0.1,16,< 1,< 1,< 1,< 0.1,< 1,23,< 1,< 0.5,< 0.5,< 1,< 0.5,11,< 2,< 0.2,,,,,,,,,,,
04/12/2018,89.0,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,T0001,Selva / Selva,E12,Verkehrsverein / Verkehrsverein,156,8,7,3.9200000000000004,0,103,< 0.5,< 0.02,< 0.01,< 0.05,3,2,3,2,< 0.1,8,< 1,< 1,< 1,< 0.1,< 1,43,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
13/03/2018,89.0,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,T0001,Selva / Selva,E12,Verkehrsverein / Verkehrsverein,144,8,9,5.040000000000001,0,99,,< 0.02,< 0.01,< 0.05,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/03/2018,89.0,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,T0001,Selva / Selva,E13,discoteca  Medel - Meisulesstr. / Diskothek Medel - Meisulesstr.,152,8,9,5.040000000000001,0,99,,< 0.02,< 0.01,< 0.05,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2018,89.0,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,T0002,Plan de Tieja / Plan de Tieja,E04,fontana pubblica avanti Appartments Arabel / Brunnen vor Appartments Arabel,600,7.8,36,20.160000000000004,0,208,,< 0.02,< 0.01,0.23,15,2,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2018,89.0,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,T0001,Selva / Selva,E02,municipio / Rathaus,156,8.3,6,3.3600000000000003,0,13,,< 0.02,< 0.01,0.08,< 1,2,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2018,89.0,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,T0001,Selva / Selva,E02,municipio / Rathaus,155,7.9,11,6.16,0,100,,< 0.02,< 0.01,< 0.05,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/08/2018,89.0,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,T0001,Selva / Selva,E21,stazione Carabinieri  Plan / Carabinieristation Plan,150,8.2,9,5.040000000000001,0,100,,< 0.02,< 0.01,< 0.05,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/12/2018,89.0,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,T0001,Selva / Selva,E22,stazione forestale  Plan / Forststation Plan,157,8.1,8,4.48,0,104,< 0.5,< 0.02,< 0.01,< 0.05,3,2,2,2,< 0.1,7,< 1,< 1,< 1,< 0.1,< 1,110,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
08/08/2018,118.0,SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,T0005,S. Felice - Klemm / St.Felix Klemm,E01,"Albergo ""Greti"", S. Felice Klemm / Gasthaus Greti, St. Felix Klemm",326,7.9,17,9.520000000000001,0,248,< 0.5,< 0.02,< 0.01,0.05,1,3,2,< 1,< 0.1,< 4,< 1,< 1,3,< 0.1,< 1,11,< 1,< 0.5,< 0.5,< 1,0.9,< 10,< 2,< 0.2,,,,,,,,,,,
20/08/2018,118.0,SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,T0003,S. Felice - Lärchbrunn / St.Felix Lärchbrunn,E06,"Albergo ""Rose"" / Gasthaus Rose",318,7.9,17,9.520000000000001,0,238,< 0.5,< 0.02,< 0.01,< 0.05,< 1,3,4,< 1,< 0.1,6,< 1,< 1,3,< 0.1,< 1,12,< 1,< 0.5,< 0.5,< 1,0.9,< 10,< 2,< 0.2,,,,,,,,,,,
08/08/2018,118.0,SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,T0001,Senale / Unsere Liebe Frau im Walde,E06,"Albergo ""zur Sonne"" / Gasthof zur Sonne",129,7.8,7,3.9200000000000004,0,88,< 0.5,< 0.02,< 0.01,< 0.05,< 1,5,2,1,< 0.1,11,< 1,< 1,< 1,< 0.1,< 1,24,2,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
08/08/2018,118.0,SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,T0002,S. Felice / St. Felix,E05,Fontana pubblica centro / Öffentlicher Brunnen Zentrum,330,7.8,18,10.080000000000002,0,245,< 0.5,< 0.02,< 0.01,< 0.05,1,3,3,< 1,< 0.1,12,< 1,< 1,2,< 0.1,< 1,3,< 1,< 0.5,< 0.5,< 1,0.9,< 10,< 2,< 0.2,,,,,,,,,,,
24/07/2018,118.0,SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,T0003,S. Felice - Lärchbrunn / St.Felix Lärchbrunn,E09,Malga Felixer / Felixer Alm,296,7.9,19,10.64,0,222,< 0.5,< 0.02,< 0.01,< 0.05,< 1,4,3,< 1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,27,< 1,< 0.5,< 0.5,< 1,0.8,< 10,< 2,< 0.2,,,,,,,,,,,
01/08/2018,91.0,SENALES/SCHNALS,T0006,"Madonna ""Oberdorf"" / Unsere Frau in Schnals Oberdorf",E06,"Fontana pubblica ""Der gute Hirte"" / Öffentlicher Brunnen ""Der gute Hirte""",153,7.1,8,4.48,0,14,< 0.5,< 0.02,< 0.01,0.12,< 1,1,63,2,< 0.1,< 4,< 1,< 1,< 1,< 0.1,2,6,< 1,< 0.5,< 0.5,< 1,< 0.5,32,< 2,< 0.2,,,,,,,,,,,
06/06/2018,91.0,SENALES/SCHNALS,T0006,"Madonna ""Oberdorf"" / Unsere Frau in Schnals Oberdorf",E06,"Fontana pubblica ""Der gute Hirte"" / Öffentlicher Brunnen ""Der gute Hirte""",132,6.8,5,2.8000000000000003,0,20,,< 0.02,< 0.01,0.21,< 1,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2018,91.0,SENALES/SCHNALS,T0005,Maso Corto / Kurzras,E01,Maso Corto - stazione a valle - WC / Kurzras - Gletscherbahn Talstation - WC,82,7.3,4,2.24,0,18,< 0.5,< 0.02,< 0.01,< 0.05,< 1,1,27,1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,2,3,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
06/06/2018,91.0,SENALES/SCHNALS,T0005,Maso Corto / Kurzras,E01,Maso Corto - stazione a valle - WC / Kurzras - Gletscherbahn Talstation - WC,347,7.1,18,10.080000000000002,0,14,,< 0.02,< 0.01,< 0.05,< 1,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2018,91.0,SENALES/SCHNALS,T0005,Maso Corto / Kurzras,E01,Maso Corto - stazione a valle - WC / Kurzras - Gletscherbahn Talstation - WC,85,7.6,4,2.24,0,23,,< 0.02,< 0.01,0.12,< 1,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/2018,91.0,SENALES/SCHNALS,T0005,Maso Corto / Kurzras,E01,Maso Corto - stazione a valle - WC / Kurzras - Gletscherbahn Talstation - WC,253,7.1,13,7.280000000000001,0,15,,< 0.02,< 0.01,< 0.05,< 1,2,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2018,91.0,SENALES/SCHNALS,T0005,Maso Corto / Kurzras,E01,Maso Corto - stazione a valle - WC / Kurzras - Gletscherbahn Talstation - WC,92,7.9,4,2.24,0,21,,< 0.02,< 0.01,< 0.05,< 1,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2018,91.0,SENALES/SCHNALS,T0005,Maso Corto / Kurzras,E01,Maso Corto - stazione a valle - WC / Kurzras - Gletscherbahn Talstation - WC,89,7.8,4,2.24,0,17,,< 0.02,< 0.01,< 0.05,< 1,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
