alias_address,alias_city,georeferencingString,geocode,geometry
VIA ANNA MURATTI MORETTI,UDINE,UDINE VIA ANNA MURATTI MORETTI,"Via Anna Muratti Moretti, Borgo Poscolle, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2280021, 46.0615908]}"
VIA ANNIBALE COMESSATTI,UDINE,UDINE VIA ANNIBALE COMESSATTI,"Via Annibale Comessatti, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2169805, 46.0699925]}"
VIA ANTON LAZZARO MORO,UDINE,UDINE VIA ANTON LAZZARO MORO,"Via Anton Lazzaro Moro, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2294177, 46.0693422]}"
VIA ANTONIO ANDREUZZI,UDINE,UDINE VIA ANTONIO ANDREUZZI,"Via Antonio Andreuzzi, Borgo Grazzano, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.230618, 46.0582513]}"
VIA ANTONIO BATTISTELLA,UDINE,UDINE VIA ANTONIO BATTISTELLA,"Via Antonio Battistella, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2412843, 46.0745162]}"
VIA ANTONIO BIDERNUCCIO,UDINE,UDINE VIA ANTONIO BIDERNUCCIO,"Via Antonio Bidernuccio, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2419349, 46.0780671]}"
VIA ANTONIO CACCIA,UDINE,UDINE VIA ANTONIO CACCIA,"Via Antonio Caccia, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2424995, 46.0715727]}"
VIA ANTONIO CANOVA,UDINE,UDINE VIA ANTONIO CANOVA,"Via Antonio Canova, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2409955, 46.0792267]}"
VIA ANTONIO CARNEO,UDINE,UDINE VIA ANTONIO CARNEO,"Via Antonio Carneo, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2788144, 46.0759834]}"
VIA ANTONIO MARANGONI,UDINE,UDINE VIA ANTONIO MARANGONI,"Via Antonio Marangoni, Borgo Grazzano, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2299365, 46.0566433]}"
VIA ANTONIO PENNATO,UDINE,UDINE VIA ANTONIO PENNATO,"Via Antonio Pennato, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2423179, 46.0722371]}"
VIA ANTONIO SOMMA,UDINE,UDINE VIA ANTONIO SOMMA,"Via Antonio Somma, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2255497, 46.0559657]}"
VIA ANTONIO ZANON,UDINE,UDINE VIA ANTONIO ZANON,"Via Antonio Zanon, Borgo Poscolle, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2324059, 46.0618869]}"
VIA ANTONIO ZANUSSI,UDINE,UDINE VIA ANTONIO ZANUSSI,"Via Antonio Zanussi, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, Italia","{'type': 'Point', 'coordinates': [13.2693735, 46.0073431]}"
VIA AONEZ,UDINE,UDINE VIA AONEZ,"Via Aonez, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2230915, 46.075855]}"
VIA AOSTA,UDINE,UDINE VIA AOSTA,"Via Aosta, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2353674, 46.0849201]}"
VIA A.PIUTTI,UDINE,UDINE VIA A.PIUTTI,"Via Arnaldo Piutti, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2560914, 46.0498782]}"
VIA AQUILEIA,UDINE,UDINE VIA AQUILEIA,"Via Aquileia, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2442392, 46.05826]}"
VIA ARGENTINA,UDINE,UDINE VIA ARGENTINA,"Via Argentina, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2779819, 46.0780075]}"
VIA ARMANDO BERNARDINIS,UDINE,UDINE VIA ARMANDO BERNARDINIS,"Via Armando Bernardinis, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2412147, 46.0750665]}"
VIA ARNALDO PIUTTI,UDINE,UDINE VIA ARNALDO PIUTTI,"Via Arnaldo Piutti, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2560914, 46.0498782]}"
VIA ARTICO DI PRAMPERO,UDINE,UDINE VIA ARTICO DI PRAMPERO,"Via Artico di Prampero, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2372994, 46.0615603]}"
VIA ARTUICO DA CUSSIGNACCO,UDINE,UDINE VIA ARTUICO DA CUSSIGNACCO,"Via Artuico da Cussignacco, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.253848, 46.0251568]}"
VIA ARTURO MALIGNANI,UDINE,UDINE VIA ARTURO MALIGNANI,"Via Arturo Malignani, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2263776, 46.0698832]}"
VIA ARTURO ZARDINI,UDINE,UDINE VIA ARTURO ZARDINI,"Via Arturo Zardini, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2521047, 46.0686861]}"
VIA ASILO MARCO VOLPE,UDINE,UDINE VIA ASILO MARCO VOLPE,,
VIA ASPROMONTE,UDINE,UDINE VIA ASPROMONTE,"Via Aspromonte, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2181163, 46.0670277]}"
VIA ASTI,UDINE,UDINE VIA ASTI,"Via Asti, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2353924, 46.0870021]}"
VIA ATTIMIS,UDINE,UDINE VIA ATTIMIS,"Via Attimis, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2167054, 46.0458993]}"
VIA AURELIO MISTRUZZI,UDINE,UDINE VIA AURELIO MISTRUZZI,"Via Aurelio Mistruzzi, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2506672, 46.0523036]}"
VIA AURONZO,UDINE,UDINE VIA AURONZO,"Via Auronzo, Baldasseria Bassa, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2478634, 46.0385436]}"
VIA AUSONIA,UDINE,UDINE VIA AUSONIA,"Via Ausonia, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2108483, 46.0694115]}"
VIA AZZIDA,UDINE,UDINE VIA AZZIDA,"Via Azzida, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2783563, 46.073108]}"
VIA B. CAIROLI,UDINE,UDINE VIA B. CAIROLI,"Via Benedetto Cairoli, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.240019, 46.0660797]}"
VIA BALDASSERIA,UDINE,UDINE VIA BALDASSERIA,"Udine, Viale Europa Unita, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2419377, 46.0559936]}"
VIA BALDASSERIA ALTA,UDINE,UDINE VIA BALDASSERIA ALTA,"Via Baldasseria Alta, Borgo Aquileia, Baldasseria Alta, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.261832, 46.0496007]}"
VIA BALDASSERIA BASSA,UDINE,UDINE VIA BALDASSERIA BASSA,"Via Baldasseria Bassa, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, Italia","{'type': 'Point', 'coordinates': [13.2669965, 46.0220407]}"
VIA BALDASSERIA MEDIA,UDINE,UDINE VIA BALDASSERIA MEDIA,"Via Baldasseria Media, Baldasseria Alta, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2631387, 46.0413543]}"
VIA BALDISSERA,UDINE,UDINE VIA BALDISSERA,"Via Generale Antonio Baldissera, Borgo Villalta, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2308882, 46.0663254]}"
VIA BALDISSERIA MEDIA,UDINE,UDINE VIA BALDISSERIA MEDIA,,
VIA BARCIS,UDINE,UDINE VIA BARCIS,"Via Barcis, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2567054, 46.0720389]}"
VIA BARIGLARIA,UDINE,UDINE VIA BARIGLARIA,"Via Bariglaria, San Bernardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2601328, 46.1022539]}"
VIA BARIGLARIA DI TAV,UDINE,UDINE VIA BARIGLARIA DI TAV,,
VIA BARIGLARIA DI TAVAGN,UDINE,UDINE VIA BARIGLARIA DI TAVAGN,,
VIA BARIGLARIA DI TAVAGNACCO,UDINE,UDINE VIA BARIGLARIA DI TAVAGNACCO,,
VIA BARTOLINI,UDINE,UDINE VIA BARTOLINI,"Via Bartolini, Borgo Gemona, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2341185, 46.0654128]}"
VIA BASALDELLA,UDINE,UDINE VIA BASALDELLA,"Via Basaldella, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2184756, 46.0421973]}"
VIA BASALDELLA MEDIA,UDINE,UDINE VIA BASALDELLA MEDIA,,
VIA BASILIANO,UDINE,UDINE VIA BASILIANO,"Via Basiliano, Cormôr Basso, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.2112551, 46.0446053]}"
VIA BASILIO BROLLO,UDINE,UDINE VIA BASILIO BROLLO,"Via Basilio Brollo, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2124738, 46.052782]}"
VIA BASSANO DEL GRAPPA,UDINE,UDINE VIA BASSANO DEL GRAPPA,"Via Bassano del Grappa, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2507372, 46.0319421]}"
VIA BATTISTIG,UDINE,UDINE VIA BATTISTIG,"Via Romeo Battistig, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2400851, 46.0571212]}"
VIA BAVIERA,UDINE,UDINE VIA BAVIERA,"Via Baviera, Borgo Aquileia, Baldasseria Bassa, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2453879, 46.041767]}"
VIA BEATO ODORICO DA PN,UDINE,UDINE VIA BEATO ODORICO DA PN,,
VIA BEATO ODORICO DA PORDENONE,UDINE,UDINE VIA BEATO ODORICO DA PORDENONE,"Via Beato Odorico da Pordenone, Borgo Grazzano, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2346889, 46.0606361]}"
VIA BELLUNO,UDINE,UDINE VIA BELLUNO,"Via Belluno, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2498739, 46.0343468]}"
VIA BENEDETTO CAIROLI,UDINE,UDINE VIA BENEDETTO CAIROLI,"Via Benedetto Cairoli, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.240019, 46.0660797]}"
VIA BENEDETTO CROCE,UDINE,UDINE VIA BENEDETTO CROCE,"Via Benedetto Croce, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2420709, 46.0588423]}"
VIA BEORCHIA,UDINE,UDINE VIA BEORCHIA,"Via Beorchia, San Bernardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2603666, 46.1030774]}"
VIA BERENGARIO I,UDINE,UDINE VIA BERENGARIO I,,
VIA BERGAMO,UDINE,UDINE VIA BERGAMO,"Via Bergamo, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2058873, 46.0834383]}"
VIA BERNARDO DE RUBEIS,UDINE,UDINE VIA BERNARDO DE RUBEIS,"Via Bernardo De Rubeis, Borgo Grazzano, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2361278, 46.0561615]}"
VIA BERSAGLIO,UDINE,UDINE VIA BERSAGLIO,"Via Bersaglio, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2440155, 46.0670559]}"
VIA BERTALDIA,UDINE,UDINE VIA BERTALDIA,"Via Bertaldia, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2457826, 46.0589034]}"
VIA BERTIOLO,UDINE,UDINE VIA BERTIOLO,"Via Bertiolo, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2236407, 46.0441649]}"
VIA BEZZECCA,UDINE,UDINE VIA BEZZECCA,"Via Bezzecca, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2248765, 46.0644316]}"
VIA BICINICCO,UDINE,UDINE VIA BICINICCO,"Via Bicinicco, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2322793, 46.0377281]}"
VIA BIELLA,UDINE,UDINE VIA BIELLA,"Via Biella, Chiavris, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2423007, 46.0950819]}"
VIA BINDO CHIURLO,UDINE,UDINE VIA BINDO CHIURLO,"Via Bindo Chiurlo, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2181829, 46.0714166]}"
VIA BISON BERNARDINO,UDINE,UDINE VIA BISON BERNARDINO,"Via Giuseppe Bernardino Bison, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2459598, 46.0753135]}"
VIA BOLIVIA,UDINE,UDINE VIA BOLIVIA,"Via Bolivia, Quartiere Riccardo di Giusto, Villaggio Resistenza, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2795246, 46.0808042]}"
VIA BOLOGNA,UDINE,UDINE VIA BOLOGNA,"Via Bologna, Beivars, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2683749, 46.0929167]}"
VIA BONALDO STRINGHER,UDINE,UDINE VIA BONALDO STRINGHER,"Via Bonaldo Stringher, Borgo Grazzano, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.236027, 46.0617648]}"
VIA BORGO NONESSO,UDINE,UDINE VIA BORGO NONESSO,,
VIA BORMIO,UDINE,UDINE VIA BORMIO,"Via Bormio, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2080998, 46.0859093]}"
VIA BOSI,UDINE,UDINE VIA BOSI,"Via Giannino Bosi, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2707226, 46.079815]}"
VIA BOTTECCHIA,UDINE,UDINE VIA BOTTECCHIA,"Via Ottavio Bottecchia, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.2035473, 46.0817835]}"
VIA BRAIDA BASSI,UDINE,UDINE VIA BRAIDA BASSI,"Via Braida Bassi, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2464701, 46.0639466]}"
VIA BRANCO,UDINE,UDINE VIA BRANCO,"Via Branco, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2300778, 46.0862281]}"
VIA BRASILE,UDINE,UDINE VIA BRASILE,"Via Brasile, Quartiere Riccardo di Giusto, Villaggio Resistenza, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2797957, 46.0783613]}"
VIA BRAZZACCO,UDINE,UDINE VIA BRAZZACCO,"Via Brazzacco, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2312398, 46.0812668]}"
VIA BRENARI,UDINE,UDINE VIA BRENARI,"Via Brenari, Borgo Poscolle, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2321447, 46.0601872]}"
VIA BRESCIA,UDINE,UDINE VIA BRESCIA,"Via Brescia, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.1985006, 46.0875583]}"
VIA BRIGATA RE,UDINE,UDINE VIA BRIGATA RE,"Via Brigata Re, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2543457, 46.0736301]}"
VIA BRIONI,UDINE,UDINE VIA BRIONI,"Via Brioni, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.249021, 46.0661148]}"
VIA BUERIIS,UDINE,UDINE VIA BUERIIS,"Via Bueriis, Chiavris, Borgonuovo I, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2269985, 46.0858966]}"
VIA BUIA,UDINE,UDINE VIA BUIA,"Via Buia, Chiavris, Borgonuovo I, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2262952, 46.0858242]}"
VIA BUTTRIO,UDINE,UDINE VIA BUTTRIO,"Via Buttrio, Baldasseria Alta, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2636074, 46.0520265]}"
VIA C BATTISTI,UDINE,UDINE VIA C BATTISTI,,
VIA C. DEGANUTTI,UDINE,UDINE VIA C. DEGANUTTI,"Via Cecilia Deganutti, Borgo Poscolle, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2319916, 46.0644883]}"
VIA CACCIA,UDINE,UDINE VIA CACCIA,"Udine: via Caccia, Via Antonio Caccia, Borgo Gemona, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2365279, 46.0712859]}"
VIA CADEL,UDINE,UDINE VIA CADEL,"Via Vittorio Cadel, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2662293, 46.0787958]}"
VIA CAIROLI,UDINE,UDINE VIA CAIROLI,"Via Benedetto Cairoli, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.240019, 46.0660797]}"
VIA CAISELLI,UDINE,UDINE VIA CAISELLI,"Via Caiselli, Borgo Gemona, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2332615, 46.065652]}"
VIA CALATAFIMI,UDINE,UDINE VIA CALATAFIMI,"Via Calatafimi, Borgo Grazzano, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2372912, 46.0527471]}"
VIA CALLIGARIS,UDINE,UDINE VIA CALLIGARIS,"Via Giacinto Calligaris, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2604229, 46.0759249]}"
VIA CALTANISSETTA,UDINE,UDINE VIA CALTANISSETTA,"Via Caltanissetta, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2281546, 46.0512473]}"
VIA CALZOLAI,UDINE,UDINE VIA CALZOLAI,"Via dei Calzolai, Borgo Grazzano, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2369923, 46.0617017]}"
VIA CAMILLO BENSO DI CAVOUR,UDINE,UDINE VIA CAMILLO BENSO DI CAVOUR,,
VIA CAMILLO GIUSSANI,UDINE,UDINE VIA CAMILLO GIUSSANI,"Via Camillo Giussani, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2192335, 46.0390318]}"
VIA CAMPAGNOLA,UDINE,UDINE VIA CAMPAGNOLA,"Via Campagnola, Borgo Aquileia, Baldasseria Bassa, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2402052, 46.0437865]}"
VIA CAMPOFORMIDO,UDINE,UDINE VIA CAMPOFORMIDO,"Via Campoformido, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.229205, 46.0431325]}"
VIA CAMPOLONGO,UDINE,UDINE VIA CAMPOLONGO,"Via Campolongo, Borgo Aquileia, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.258865, 46.0605378]}"
VIA CANADA,UDINE,UDINE VIA CANADA,"Via Canada, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2559698, 46.0516238]}"
VIA CANAPIFICIO,UDINE,UDINE VIA CANAPIFICIO,"Via del Canapificio, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2627524, 46.034502]}"
VIA CAPODISTRIA,UDINE,UDINE VIA CAPODISTRIA,"Via Capodistria, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2484804, 46.0742567]}"
VIA CAPORIACCO,UDINE,UDINE VIA CAPORIACCO,"Via Caporiacco, Chiavris, Borgonuovo I, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2274908, 46.088994]}"
VIA CAPOSILE,UDINE,UDINE VIA CAPOSILE,"Via Caposile, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2391808, 46.0828201]}"
VIA CAPRERA,UDINE,UDINE VIA CAPRERA,"Via Caprera, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2230902, 46.0636164]}"
