alias_city,alias_address,data_report,georeferencingString,type
TUBRE/TAUFERS IM MÜNSTERTAL,"f.p. ""Widum"" / Öffentlicher Brunnen, Widum",01/09/2018,"TUBRE f.p. ""Widum""",POINT
TUBRE/TAUFERS IM MÜNSTERTAL,"f.p. Rifair / Öffentlicher Brunnen, Riffair",05/03/2018,TUBRE f.p. Rifair,POINT
TUBRE/TAUFERS IM MÜNSTERTAL,"f.p. presso maso ""Baustadl"" / Öffentl. Brunnen bei Baustadlhof",26/02/2018,"TUBRE f.p. presso maso ""Baustadl""",POINT
ULTIMO/ULTEN,"albergo ""Kuppelwies"" / Gasthaus Kuppelwies, Kuppelwies",10/09/2018,"ULTIMO albergo ""Kuppelwies""",POINT
ULTIMO/ULTEN,"albergo ""Sporthof"", Gasteig/Gschöra / Gasthaus Sporthof, Gasteig/Gschöra",10/09/2018,"ULTIMO albergo ""Sporthof"", Gasteig",POINT
ULTIMO/ULTEN,f.p. S. Nicolò / Öffentlicher Brunnen St. Nikolaus,10/09/2018,ULTIMO f.p. S. Nicolò,POINT
ULTIMO/ULTEN,f.p. centro / Öffentlicher Brunnen Zentrum,02/07/2018,ULTIMO f.p. centro,POINT
ULTIMO/ULTEN,"Öffentlicher Brunnen, St. Gertraud / Öffentlicher Brunnen, St. Gertraud",10/09/2018,"ULTIMO Öffentlicher Brunnen, St. Gertraud",POINT
VADENA/PFATTEN,Centro sperimentale Laimburg / Versuchszentrum Laimburg,16/10/2018,VADENA Centro sperimentale Laimburg,POINT
VADENA/PFATTEN,Centro sperimentale Laimburg / Versuchszentrum Laimburg (Toilette 1. Stock Hauptgebäude),22/10/2018,VADENA Centro sperimentale Laimburg,POINT
VADENA/PFATTEN,Centro sperimentale Laimburg / Versuchszentrum Laimburg (Toilette Aula Erdgeschoss),22/10/2018,VADENA Centro sperimentale Laimburg,POINT
VADENA/PFATTEN,Comune di Vadena / Rathaus Pfatten,09/04/2018,VADENA  di Vadena,POINT
VADENA/PFATTEN,Privato/Privat,16/10/2018,VADENA,POINT
VADENA/PFATTEN,Victor's Imbiss / Victor's Imbiss,16/10/2018,VADENA Victor's Imbiss,POINT
VAL DI VIZZE/PFITSCH,"Albergo Pfitscherhof,Caminata 124 / Gasthof Pfitscherhof, Kematen 124 - WH Küche",06/12/2018,"VAL DI VIZZE Albergo Pfitscherhof,Caminata 124",POINT
VAL DI VIZZE/PFITSCH,"Albergo Pretz Hof, Tulve 259 / Gasthaus Pretz Hof, Tulfer 259 - W2 WH Schlachthaus",06/12/2018,"VAL DI VIZZE Albergo Pretz Hof, Tulve 259",POINT
VAL DI VIZZE/PFITSCH,"Albergo Simeler, Avenes / Gasthaus Simeler in Afens - WH Bar",06/12/2018,"VAL DI VIZZE Albergo Simeler, Avenes",POINT
VAL DI VIZZE/PFITSCH,Albergo Sonnenheim in Flains / Gasthaus Sonnenheim in Flains - WH Bar,06/12/2018,VAL DI VIZZE Albergo Sonnenheim in Flains,POINT
VAL DI VIZZE/PFITSCH,"Cafe & Bar Buffet, Bahnhofstr. 38A - WH Bar",22/08/2018,"VAL DI VIZZE Cafe & Bar Buffet, Bahnhofstr. 38A - WH Bar",POINT
VAL DI VIZZE/PFITSCH,Cafè & Bar Buffet - Via Stazione/Bahnhofstr. 38 - WH Bar - ohne Abflammen,10/03/2018,VAL DI VIZZE Cafè & Bar Buffet - Via Stazione,POINT
VAL DI VIZZE/PFITSCH,Fontana pubblica Caminata / Öffentlicher Brunnen Kematen,09/05/2018,VAL DI VIZZE  Caminata,POINT
VAL DI VIZZE/PFITSCH,Fontana pubblica Prati / Dorfbrunnen Wiesen,05/09/2018,VAL DI VIZZE  Prati,POINT
VAL DI VIZZE/PFITSCH,Fontana pubblica Prati / Dorfbrunnen Wiesen - Wiesen Tulfes Gemeindeamt,06/12/2018,VAL DI VIZZE  Prati,POINT
VAL DI VIZZE/PFITSCH,Fontana pubblica S. Giacomo / Öff. Brunnen St. Jakob,09/05/2018,VAL DI VIZZE  S. Giacomo,POINT
VAL DI VIZZE/PFITSCH,Wiesen - Öff. Brunnen Gemeinde,10/03/2018,VAL DI VIZZE Wiesen - Öff. Brunnen Gemeinde,POINT
VALDAORA/OLANG,Bunnen Picknick,04/10/2018,VALDAORA Bunnen Picknick,POINT
VALDAORA/OLANG,Fontana  / Brunnen,17/07/2018,VALDAORA Fontana,POINT
VALDAORA/OLANG,Fontana Municipio / Brunnen Rathaus,24/07/2018,VALDAORA Fontana Municipio,POINT
VALDAORA/OLANG,Fontana Valdaora di sopra / Brunnen Oberolang,24/07/2018,VALDAORA Fontana Valdaora di sopra,POINT
VALDAORA/OLANG,Fontana al parco / Brunnen am Park,25/09/2018,VALDAORA Fontana al parco,POINT
VALDAORA/OLANG,Fontana chiesa Valdaora di sotto / Brunnen Kirche Niederolang,24/07/2018,VALDAORA Fontana chiesa Valdaora di sotto,POINT
VALDAORA/OLANG,Marchnerhütte / Marchnerhütte,12/03/2018,VALDAORA Marchnerhütte,POINT
VALDAORA/OLANG,Prackenhütte / Prackenhütte,12/10/2018,VALDAORA Prackenhütte,POINT
VALLE AURINA/AHRNTAL,Bar Agip / Bar Agip,07/11/2018,VALLE AURINA Bar Agip,POINT
VALLE AURINA/AHRNTAL,Brunnen Speicher,19/09/2018,VALLE AURINA Brunnen Speicher,POINT
VALLE AURINA/AHRNTAL,Casa di riposo S.Giovanni / Altersheim St.Johann,10/03/2018,VALLE AURINA Casa di riposo S.Giovanni,POINT
VALLE AURINA/AHRNTAL,Fontana chiesa / Brunnen Kirche,05/02/2018,VALLE AURINA Fontana chiesa,POINT
VALLE AURINA/AHRNTAL,Hotel Markus  /  Hotel Markus,04/09/2018,VALLE AURINA Hotel Markus,POINT
VALLE AURINA/AHRNTAL,Municipio / Rathaus,10/03/2018,VALLE AURINA Municipio,POINT
VALLE AURINA/AHRNTAL,Privato/Privat,31/05/2018,VALLE AURINA,POINT
VALLE DI CASIES/GSIES,Bar Graf / Bar Graf,22/11/2018,VALLE DI CASIES Bar Graf,POINT
VALLE DI CASIES/GSIES,Binta / Binta,20/11/2018,VALLE DI CASIES Binta,POINT
VALLE DI CASIES/GSIES,Brunnen Rathaus  /  Brunnen Rathaus,23/05/2018,VALLE DI CASIES Brunnen Rathaus,POINT
VALLE DI CASIES/GSIES,Fontana chiesa / Brunnen Kirche,23/05/2018,VALLE DI CASIES Fontana chiesa,POINT
VALLE DI CASIES/GSIES,Hofkäserei Veidler  /  Hofkäserei Veidler,17/04/2018,VALLE DI CASIES Hofkäserei Veidler,POINT
VALLE DI CASIES/GSIES,Hotel Quelle / Hotel Quelle,20/11/2018,VALLE DI CASIES Hotel Quelle,POINT
VALLE DI CASIES/GSIES,Hotel Stoll / Hotel Stoll,12/10/2018,VALLE DI CASIES Hotel Stoll,POINT
VALLE DI CASIES/GSIES,Municipio / Rathaus,20/11/2018,VALLE DI CASIES Municipio,POINT
VALLE DI CASIES/GSIES,Privato/Privat,12/10/2018,VALLE DI CASIES,POINT
VANDOIES/VINTL,Albergo Brugger / Gasthof Brugger; WH WC,10/09/2018,VANDOIES Albergo Brugger,POINT
VANDOIES/VINTL,Fontana pubblica davanti alla chiesa di Vandoies  /  Öff. Brunnen vor Kirche Vintl,07/02/2018,VANDOIES   alla chiesa di Vandoies,POINT
VANDOIES/VINTL,Privato/Privat,10/09/2018,VANDOIES,POINT
VANDOIES/VINTL,Scuola elementare Frundres / Grundschule Pfunders,13/11/2018,VANDOIES Scuola elementare Frundres,POINT
VANDOIES/VINTL,Scuola elementare Vandoies / Grundschule Vintl,13/11/2018,VANDOIES Scuola elementare Vandoies,POINT
VANDOIES/VINTL,Scuola elementare Vandoies / Grundschule Vintl - WH WC,14/03/2018,VANDOIES Scuola elementare Vandoies,POINT
VANDOIES/VINTL,Scuola elementare Vandoies / Grundschule Vintl; WH WC,26/04/2018,VANDOIES Scuola elementare Vandoies,POINT
VANDOIES/VINTL,Scuola elementare Vandoies di Sopra / Grundschule Obervintl,13/11/2018,VANDOIES Scuola elementare Vandoies di Sopra,POINT
VANDOIES/VINTL,Öff. Brunnen beim Friedhof  /  Öff. Brunnen beim Friedhof,07/02/2018,VANDOIES Öff. Brunnen beim Friedhof,POINT
VARNA/VAHRN,"Albergo Fischerstube Untersee, Via Brennero 125 / Gasthof Fischerstube Untersee, Brennerstr. 125",18/04/2018,"VARNA Albergo Fischerstube Untersee, Via Brennero 125",POINT
VARNA/VAHRN,Privato/Privat,16/04/2018,VARNA,POINT
VARNA/VAHRN,"Scuola elementare Novacella, Via Abbazia 24 / Grundschule Neustift, Stiftstr. 24;  - WH WC",18/09/2018,"VARNA Scuola elementare Novacella, Via Abbazia 24",POINT
VELTURNO/FELDTHURNS,"Albergo Klammwirt, Untrum 13 / Gasthof Klammwirt, Untrum 13",16/08/2018,"VELTURNO Albergo Klammwirt, Untrum 13",POINT
VELTURNO/FELDTHURNS,"Albergo Klammwirt, Untrum 13 / Gasthof Klammwirt, Untrum 13 - WH Küche",06/07/2018,"VELTURNO Albergo Klammwirt, Untrum 13",POINT
VELTURNO/FELDTHURNS,"Albergo Klammwirt, Untrum 13 / Gasthof Klammwirt, Untrum 13; WH vor Küche",13/09/2018,"VELTURNO Albergo Klammwirt, Untrum 13",POINT
VELTURNO/FELDTHURNS,"Balglerhof, Untrum 15 / Balglerhof, Untrum 15; WH Garage",06/07/2018,"VELTURNO Balglerhof, Untrum 15",POINT
VELTURNO/FELDTHURNS,Fontana pubblica Castello / Öffentlicher Brunnen am Schloss,04/12/2018,VELTURNO  Castello,POINT
VELTURNO/FELDTHURNS,"Hotel Feldthurnerhof, Guln 1 / Hotel Feldthurnerhof, Guln  - WH Bar1",06/07/2018,"VELTURNO Hotel Feldthurnerhof, Guln 1",POINT
VELTURNO/FELDTHURNS,Privato/Privat,06/07/2018,VELTURNO,POINT
VERANO/VÖRAN,WC municipio / Gemeinde WC,13/03/2018,VERANO WC municipio,POINT
VERANO/VÖRAN,f.p. centro / Öffentlicher Brunnen Zentrum,17/10/2018,VERANO f.p. centro,POINT
VILLABASSA/NIEDERDORF,Fontana / Brunnen,09/10/2018,VILLABASSA Fontana,POINT
VILLANDRO/VILLANDERS,"Albergo Sturmhof, S. Valentino 7 / Gasthof Sturmhof, St. Valentin 7; WH Bar",07/10/2018,"VILLANDRO Albergo Sturmhof, S. Valentino 7",POINT
VILLANDRO/VILLANDERS,"Auto Hofer, Bodenacker 1/Auto Hofer, Bodenacker 1",16/10/2018,"VILLANDRO Auto Hofer, Bodenacker 1",POINT
VILLANDRO/VILLANDERS,"Auto Hofer, Bodenacker 1/Auto Hofer, Bodenacker 1; WH WC",14/03/2018,"VILLANDRO Auto Hofer, Bodenacker 1",POINT
VILLANDRO/VILLANDERS,"Officina Auto Gasser, Kalchgrube 14 / Werkstatt Auto Gasser, Kalchgrube 14",14/03/2018,"VILLANDRO Officina Auto Gasser, Kalchgrube 14",POINT
VILLANDRO/VILLANDERS,"Officina Auto Gasser, Kalchgrube 14 / Werkstatt Auto Gasser, Kalchgrube 14 - WH WC",16/10/2018,"VILLANDRO Officina Auto Gasser, Kalchgrube 14",POINT
VILLANDRO/VILLANDERS,"Officina Auto Gasser, Kalchgrube 14 / Werkstatt Auto Gasser, Kalchgrube 14; 'WH WC",16/05/2018,"VILLANDRO Officina Auto Gasser, Kalchgrube 14",POINT
VILLANDRO/VILLANDERS,"Officina Auto Gasser, Kalchgrube 14 / Werkstatt Auto Gasser, Kalchgrube 14; WH WC",07/10/2018,"VILLANDRO Officina Auto Gasser, Kalchgrube 14",POINT
VILLANDRO/VILLANDERS,Privato/Privat,07/10/2018,VILLANDRO,POINT
VIPITENO/STERZING,"Balneum, öff. Schwimmbad; WH Bar",26/02/2018,"VIPITENO Balneum, öff. Schwimmbad; WH Bar",POINT
VIPITENO/STERZING,Bergrestaurant Ross-Stadl / Bergrestaurant Ross-Stadl,07/11/2018,VIPITENO Bergrestaurant Ross-Stadl,POINT
VIPITENO/STERZING,"Caserma Menini de Caroli / Caserma Menini de Caroli, WH Damen, Infermerie",17/09/2018,VIPITENO Caserma Menini de Caroli,POINT
VIPITENO/STERZING,Fontana pubblica Tunes / Öffentlicher Brunnen Thuins,09/03/2018,VIPITENO  Tunes,POINT
VIPITENO/STERZING,"Fontana pubblica,Città Nuova / Öffentlicher Brunnen, Neustadt",12/11/2018,"VIPITENO ,Città Nuova",POINT
VIPITENO/STERZING,Privato/Privat,09/03/2018,VIPITENO,POINT
