alias_address,alias_city,ammoniaca,arsenico,cloruro,conducibilita,cromo,data_report,durezza,ferro,fluoruri,nitrato,nitrito,ph,sodio,solfato
Fontana chiesa / Brunnen Kirche,SELVA DEI MOLINI/MÜHLWALD,<0.02,,<1,50,,26/04/2018,3,,<0.05,1,<0.01,6.9,,2
Municipio / Rathaus,SELVA DEI MOLINI/MÜHLWALD,<0.02,,<1,52,,14/03/2018,3,,<0.05,<1,<0.01,7.4,,2
Privato/Privat,SELVA DEI MOLINI/MÜHLWALD,<0.02,<1,<1,57,<1,18/12/2018,3,26,<0.05,<1,<0.01,7.6,<1,5
Fontana davanti all''Hotel Alpin  /  Brunnen vor Hotel Alpin,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,<0.02,,2,145,,07/09/2018,7,,<0.05,2,<0.01,8.2,,2
Privato/Privat,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,<0.02,,<1,209,,07/09/2018,11,,0.07,3,<0.01,7.9,,7
Ufficio Posta / Postamt,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,<0.02,,2,153,,28/08/2018,9,,<0.05,2,<0.01,8.2,,2
Val  Pudra / Val  Pudra,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,<0.02,<1,2,163,<1,12/04/2018,9,117,<0.05,2,<0.01,8.1,2,3
Verkehrsverein / Verkehrsverein,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,<0.02,,2,144,,13/03/2018,9,,<0.05,2,<0.01,8.0,,3
discoteca  Medel - Meisulesstr. / Diskothek Medel - Meisulesstr.,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,<0.02,,2,152,,03/07/2018,9,,<0.05,2,<0.01,8.0,,3
fontana pubblica avanti Appartments Arabel / Brunnen vor Appartments Arabel,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,<0.02,,15,600,,13/03/2018,36,,0.23,2,<0.01,7.8,,170
municipio / Rathaus,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,<0.02,,2,155,,22/03/2018,11,,<0.05,2,<0.01,7.9,,3
stazione Carabinieri  Plan / Carabinieristation Plan,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,<0.02,,2,150,,28/08/2018,9,,<0.05,2,<0.01,8.2,,2
stazione forestale  Plan / Forststation Plan,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,<0.02,<1,3,157,<1,12/04/2018,8,<10,<0.05,2,<0.01,8.1,2,2
"Albergo ""Greti"", S. Felice Klemm / Gasthaus Greti, St. Felix Klemm",SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,<0.02,<1,1,326,<1,08/08/2018,17,<10,0.05,3,<0.01,7.9,<1,2
"Albergo ""Rose"" / Gasthaus Rose",SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,<0.02,<1,<1,318,<1,20/08/2018,17,<10,<0.05,3,<0.01,7.9,<1,4
"Albergo ""zur Sonne"" / Gasthof zur Sonne",SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,<0.02,2,<1,129,<1,08/08/2018,7,<10,<0.05,5,<0.01,7.8,1,2
Fontana pubblica centro / Öffentlicher Brunnen Zentrum,SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,<0.02,<1,1,330,<1,08/08/2018,18,<10,<0.05,3,<0.01,7.8,<1,3
Malga Felixer / Felixer Alm,SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,<0.02,<1,<1,296,<1,24/07/2018,19,<10,<0.05,4,<0.01,7.9,<1,3
"Fontana pubblica ""Der gute Hirte"" / Öffentlicher Brunnen ""Der gute Hirte""",SENALES/SCHNALS,<0.02,<1,<1,153,<1,08/01/2018,8,32,0.12,1,<0.01,7.1,2,63
Maso Corto - stazione a valle - WC / Kurzras - Gletscherbahn Talstation - WC,SENALES/SCHNALS,<0.02,,<1,89,,27/11/2018,4,,<0.05,1,<0.01,7.8,,27
Sammelschacht Oberbergquellen   /  Sammelschacht Oberbergquellen,SENALES/SCHNALS,<0.02,<1,<1,387,<1,27/11/2018,18,<10,<0.05,2,<0.01,7.2,2,200
WC - scuola elementare / WC Grundschule,SENALES/SCHNALS,<0.02,,<1,157,,17/12/2018,7,,0.14,2,<0.01,6.9,,60
"albergo ""Edelweiss"" / Gasthaus Edelweiss",SENALES/SCHNALS,<0.02,,<1,214,,17/12/2018,10,,0.16,2,<0.01,6.8,,95
"albergo ""Schwarzer Adler""  / Gasthaus Schwarzer Adler - U.F. Oberdorf",SENALES/SCHNALS,<0.02,,<1,153,,14/02/2018,7,,0.15,1,<0.01,6.9,,61
"f.p. Certosa / Öffentlicher Brunnen, Karthaus",SENALES/SCHNALS,<0.02,,<1,141,,17/12/2018,13,,<0.05,2,<0.01,6.7,,32
f.p. presso la chiesa / ö.B. neben Kirche,SENALES/SCHNALS,<0.02,,<1,159,,15/10/2018,7,,0.15,2,<0.01,7.1,,67
fontana pubblica / Öffentlicher Brunnen,SENALES/SCHNALS,<0.02,<1,<1,161,<1,18/10/2018,8,<10,0.41,1,<0.01,7.5,3,49
Albergo Froneben / Gasthaus Froneben,SESTO/SEXTEN,<0.02,,<1,143,,16/10/2018,7,,0.07,2,<0.01,8.0,,12
Albergo Panorama / Gasthaus Panorama,SESTO/SEXTEN,<0.02,,<1,138,,22/10/2018,7,,0.05,1,<0.01,7.7,,17
Fontana Moso / Brunnen Moos,SESTO/SEXTEN,<0.02,,<1,155,,16/10/2018,7,,0.05,2,<0.01,7.7,,9
Fontana municipio / Brunnen Rathaus,SESTO/SEXTEN,<0.02,,<1,158,,16/10/2018,7,,<0.05,2,<0.01,8.1,,9
Privato/Privat,SESTO/SEXTEN,<0.02,,<1,138,,22/10/2018,7,,0.08,1,<0.01,7.5,,17
Covelano scuola elementare - WC / Volksschule Göflan - WC,SILANDRO/SCHLANDERS,<0.02,<1,<1,338,<1,12/11/2018,16,29,0.19,2,<0.01,8.0,3,66
Fontana pubblica vicino pista ciclabile/Öffentlicher Brunnen bei Radlweg,SILANDRO/SCHLANDERS,<0.02,,<1,322,,08/07/2018,17,,0.2,2,<0.01,7.8,,65
Ospedale - dialisi - dopo l'osmosi / Abt. Dialyse - nach Osmose-Anlage - Krankenhaus,SILANDRO/SCHLANDERS,<0.02,<1,<1,<5,<1,30/01/2018,<1,<10,<0.05,<1,<0.01,7.5,<1,<2
Ospedale - dialisi - prima dell'osmosi / Abt. Dialyse - vor Osmose-Anlage - Krankenhaus,SILANDRO/SCHLANDERS,<0.02,<1,<1,191,<1,30/01/2018,9,<10,0.08,1,<0.01,7.9,4,79
f.p. - Covelano / ö.B. Göflan,SILANDRO/SCHLANDERS,<0.02,,<1,341,,15/05/2018,19,,0.14,2,<0.01,7.8,,74
"f.p. Corces ""Mitterdorf"" / Kortsch - Öffentl. Brunnen Mitterdorf",SILANDRO/SCHLANDERS,<0.02,,<1,187,,26/03/2018,13,,0.06,2,<0.01,7.7,,31
"f.p. parco ""Plawenn"" / Öffentlicher Brunnen Plawennpark",SILANDRO/SCHLANDERS,<0.02,<1,<1,208,<1,10/09/2018,10,<10,0.16,1,<0.01,8.2,4,90
"f.p. presso ""Sonnenwirtshof"" Corces / Öffentlicher Brunnen bei Sonnenwirtshof, Kortsch",SILANDRO/SCHLANDERS,<0.02,,<1,164,,30/08/2018,10,,0.08,2,<0.01,7.9,,24
f.p. presso piazza della chiesa/Öffentlicher Brunnen bei Kirchplatz,SILANDRO/SCHLANDERS,<0.02,,<1,190,,17/05/2018,10,,0.09,2,<0.01,7.8,,34
pozzetto rotonda - zona industriale / Schacht Kreisverkehr Industriezone,SILANDRO/SCHLANDERS,<0.02,,1,241,,08/07/2018,13,,0.27,3,<0.01,8.1,,66
"ristoro di campagna ""Fisolgut"" / Buschenschank Fisolgut",SILANDRO/SCHLANDERS,<0.02,<1,<1,80,<1,17/10/2018,4,<10,0.52,1,<0.01,7.4,4,27
"sorgente ""Schimpfes"" dopo UV / Schimpfesquelle nach UV",SILANDRO/SCHLANDERS,<0.02,,<1,142,,04/05/2018,8,,0.6,2,<0.01,7.6,,49
Öffentliches WC - Plawennpark / Öffentliches WC - Plawennpark,SILANDRO/SCHLANDERS,<0.02,,<1,189,,13/03/2018,10,,0.14,1,<0.01,8.0,,80
f.p. piazza del magistrato / Öffentlicher Brunnen Rathausplatz,SLUDERNO/SCHLUDERNS,<0.02,,<1,232,,24/09/2018,11,,0.07,1,<0.01,7.6,,100
"f.p. presso albergo ""Alte Mühle"" / Öffentlicher Brunnen bei GH alte Mühle",SLUDERNO/SCHLUDERNS,<0.02,,<1,242,,27/02/2018,12,,<0.05,1,<0.01,7.7,,110
Hotel passo stelvio / Hotel Stilfserjoch,STELVIO/STILFS,<0.02,<1,<1,141,<1,20/06/2018,9,<10,<0.05,<1,<0.01,8.1,<1,<2
Hotel passo stelvio / Hotel Stilfserjoch (Entnahme am Zapfhahn nach AB),STELVIO/STILFS,<0.02,,<1,144,,20/06/2018,9,,<0.05,<1,<0.01,8.0,,<2
Solda - scuola elementare / Sulden - Grundschule,STELVIO/STILFS,<0.02,,<1,101,,29/05/2018,5,,0.8,1,<0.01,7.2,,27
Solda - stazione a valle - funivia / Sulden - Talstation Getscher Bahn,STELVIO/STILFS,<0.02,,<1,114,,24/04/2018,6,,0.77,1,<0.01,7.3,,30
WC - centrale elettrica Stelvio / WC - E-Werk Stilfs,STELVIO/STILFS,<0.02,,<1,177,,20/02/2018,9,,0.57,<1,<0.01,6.8,,80
casa della natura - Trafoi / Naturatrafoi Haus der Natur,STELVIO/STILFS,<0.02,,<1,284,,13/12/2018,15,,1.29,<1,<0.01,7.4,,110
f.p. davanti pro loco Gomagoi / Ö.B. vor Tourismusbüro Gomagoi,STELVIO/STILFS,<0.02,,<1,124,,29/05/2018,7,,0.47,<1,<0.01,6.6,,50
f.p. presso la casa della natura / ö.B. bei Haus der Natur,STELVIO/STILFS,<0.02,1,<1,213,<1,29/05/2018,11,<10,1.6,<1,<0.01,6.9,4,84
f.p. presso la chiesa / Öffentlicher Brunnen neben Kirche,STELVIO/STILFS,<0.02,,<1,142,,24/04/2018,7,,0.5,1,<0.01,6.6,,58
"fontana presso il maso ""Oberlaganda"" / Brunnen bei Oberlaganda Hof",STELVIO/STILFS,<0.02,8,<1,86,<1,29/05/2018,4,<10,1.16,<1,<0.01,7.0,2,23
"panificio ""Reinstadler"" / Bäckerei Reinstadler",STELVIO/STILFS,<0.02,,<1,130,,13/12/2018,6,,0.85,1,<0.01,7.6,,35
Fontana chiesa / Brunnen Kirche,TERENTO/TERENTEN,<0.02,,<1,71,,27/03/2018,5,,<0.05,1,<0.01,7.9,,10
Privato/Privat,TERENTO/TERENTEN,<0.02,,<1,79,,07/12/2018,4,,0.26,1,<0.01,7.8,,13
F. p. presso Scuola elementare Vilpian / Ö.B. bei Grundschule Vilpian,TERLANO/TERLAN,<0.02,,17,690,,28/08/2018,36,,0.46,21,<0.01,7.5,,96
F.P. presso scuola elementare Siebeneich / Ö.B. vor Grundschule Siebeneich,TERLANO/TERLAN,<0.02,4,14,675,1,17/04/2018,41,<10,0.48,11,<0.01,7.4,27,94
Scuola Media  / Mittelschule,TERLANO/TERLAN,<0.02,,15,564,,03/06/2018,29,,0.24,19,<0.01,7.5,,74
Scuola elementare Siebeneich / Grundschule Siebeneich,TERLANO/TERLAN,<0.02,,16,693,,28/06/2018,37,,0.53,13,<0.01,7.4,,94
Scuola elementare Vilpiano  /  Grundschule Vilpian,TERLANO/TERLAN,<0.02,<1,<1,580,<1,03/06/2018,16,<10,0.12,4,<0.01,7.5,<1,19
Öff. Brunnen Karl Atz Platz  /  Öff. Brunnen Karl Atz Platz,TERLANO/TERLAN,<0.02,,17,744,,28/08/2018,36,,0.55,18,<0.01,7.4,,100
Öff. Brunnen Oberkreuth  /  Öff. Brunnen Oberkreuth,TERLANO/TERLAN,<0.02,4,16,656,<1,07/04/2018,33,<10,0.44,16,<0.01,7.5,24,86
Bar Tennis / Bar Tennis,TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,<0.02,<1,11,591,<1,16/10/2018,30,28,0.15,10,<0.01,7.6,8,90
"fontana pubbl. Viertl Graun / Öffentl. Brunnen, Viertl Graun",TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,<0.02,,<1,298,,12/11/2018,15,,0.06,4,<0.01,8.0,,19
fontana pubblica / Öffentlicher Brunnen,TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,<0.02,<1,<1,434,<1,09/11/2018,22,<10,0.07,3,<0.01,7.7,<1,31
fontana pubblica Söll / Öffentlicher Brunnen Söll,TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,<0.02,<1,<1,277,<1,17/09/2018,15,<10,0.08,4,<0.01,7.8,<1,9
Öffentlicher Brunnen vor Rathaus / Öffentlicher Brunnen vor Rathaus,TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,<0.02,,<1,297,,19/07/2018,17,,<0.05,4,<0.01,8.0,,12
öff. Brunnen Auf der Hört  /  öff. Brunnen Auf der Hört,TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,<0.02,,<1,290,,21/03/2018,21,,0.08,4,<0.01,8.1,,18
"Albergo ""Gfrillerhof"", Caprile / Gasthaus Gfrillerhof, Gfrill",TESIMO/TISENS,<0.02,1,9,301,<1,15/02/2018,17,16,<0.05,5,<0.01,7.7,6,4
"Bar ""Böltener Hügel"" / Bar Böltener Hügel",TESIMO/TISENS,<0.02,2,3,654,<1,15/02/2018,41,114,0.17,3,<0.01,7.9,3,280
"f.p. p.zza ""Weber"" / ö.B. Weberplatz",TESIMO/TISENS,<0.02,<1,6,452,<1,15/02/2018,28,<10,0.58,4,<0.01,7.8,3,78
"f.p. presso ""Lidlkapelle"" / ö.B. Prissian bei Lidlkapelle",TESIMO/TISENS,<0.02,<1,1,473,<1,20/08/2018,29,<10,0.05,2,<0.01,7.8,<1,11
f.p. presso il municipio / Öffentl. Brunnen bei Gemeinde,TESIMO/TISENS,<0.02,,<1,354,,20/08/2018,18,,0.13,4,<0.01,8.1,,9
Fontana pubblica presso Ufficio postale / Öffentlicher Brunnen gegenüber Postamt,TIRES/TIERS,<0.02,,<1,162,,30/07/2018,9,,0.06,2,<0.01,8.1,,2
"Albergo ""Hochmuth"" / Gasthof Hochmuth",TIROLO/TIROL,<0.02,13,<1,96,<1,07/09/2018,5,<10,0.39,3,<0.01,7.0,2,14
Bar Haweli (zona)  /  Bar Haweli (Zone),TIROLO/TIROL,<0.02,,<1,59,,12/06/2018,2,,0.14,2,<0.01,8.9,,5
f.p. alla chiesa / ö.B. vor Kirche,TIROLO/TIROL,<0.02,,<1,37,,03/01/2018,2,,0.07,2,<0.01,8.5,,4
f.p. presso casa di cultura / Öffentlicher Brunnen bei Vereinshaus,TIROLO/TIROL,<0.02,,<1,48,,17/05/2018,2,,0.15,3,<0.01,8.3,,5
f.p. sopra il municipio / Öffentlicher Brunnen oberhalb Gemeinde,TIROLO/TIROL,<0.02,,<1,50,,21/11/2018,3,,0.16,3,<0.01,8.3,,5
Albergo Genzianella S. Lugano / Gasthof Genzianella - S. Lugano,TRODENA/TRUDEN,<0.02,<1,<1,369,<1,07/12/2018,19,50,0.83,3,<0.01,7.6,4,120
Comune / Rathaus,TRODENA/TRUDEN,<0.02,,<1,324,,19/11/2018,16,,0.09,4,<0.01,7.8,,5
Fontana davanti a Jagelhof / Brunnen vor Jagelhof,TRODENA/TRUDEN,<0.02,,<1,409,,04/10/2018,6,,0.07,2,<0.01,8.0,,12
Fontana pubblica via segheria / Öffentlicher Brunnen Sägeweg,TRODENA/TRUDEN,<0.02,,<1,83,,10/02/2018,4,,0.09,3,<0.01,6.9,,4
Fontana pubblica vicino parcheggio/Öffentlicher Brunnen bei Parkplatz,TUBRE/TAUFERS IM MÜNSTERTAL,<0.02,,<1,217,,15/11/2018,10,,0.06,1,<0.01,8.1,,20
"f.p. ""Mühlweg"" / Öffentlicher Brunnen, Mühlweg",TUBRE/TAUFERS IM MÜNSTERTAL,<0.02,,<1,229,,18/06/2018,14,,0.07,1,<0.01,8.0,,21
"f.p. ""Widum"" / Öffentlicher Brunnen, Widum",TUBRE/TAUFERS IM MÜNSTERTAL,<0.02,,<1,228,,12/04/2018,11,,0.06,1,<0.01,8.0,,21
"f.p. Rifair / Öffentlicher Brunnen, Riffair",TUBRE/TAUFERS IM MÜNSTERTAL,<0.02,,<1,210,,26/02/2018,13,,0.06,1,<0.01,8.0,,21
"f.p. presso maso ""Baustadl"" / Öffentl. Brunnen bei Baustadlhof",TUBRE/TAUFERS IM MÜNSTERTAL,<0.02,4,<1,208,<1,26/02/2018,13,<10,0.07,<1,<0.01,8.0,1,14
"albergo ""Kuppelwies"" / Gasthaus Kuppelwies, Kuppelwies",ULTIMO/ULTEN,<0.02,<1,3,164,<1,10/09/2018,8,<10,0.09,3,<0.01,7.5,3,32
"albergo ""Sporthof"", Gasteig/Gschöra / Gasthaus Sporthof, Gasteig/Gschöra",ULTIMO/ULTEN,<0.02,<1,<1,131,<1,10/09/2018,6,<10,0.07,1,<0.01,7.9,2,13
f.p. S. Nicolò / Öffentlicher Brunnen St. Nikolaus,ULTIMO/ULTEN,<0.02,<1,<1,181,<1,10/09/2018,9,<10,0.08,<1,<0.01,7.8,2,52
f.p. centro / Öffentlicher Brunnen Zentrum,ULTIMO/ULTEN,<0.02,,<1,93,,21/08/2018,4,,0.09,1,<0.01,7.0,,13
"Öffentlicher Brunnen, St. Gertraud / Öffentlicher Brunnen, St. Gertraud",ULTIMO/ULTEN,<0.02,<1,<1,177,<1,10/09/2018,8,<10,0.1,<1,<0.01,7.8,2,26
Centro sperimentale Laimburg / Versuchszentrum Laimburg,VADENA/PFATTEN,<0.02,26,19,458,<1,16/10/2018,23,1260,1,3,<0.01,7.8,23,50
Centro sperimentale Laimburg / Versuchszentrum Laimburg (Toilette 1. Stock Hauptgebäude),VADENA/PFATTEN,<0.02,7,20,467,<1,22/10/2018,24,<10,0.96,3,<0.01,7.7,23,50
Centro sperimentale Laimburg / Versuchszentrum Laimburg (Toilette Aula Erdgeschoss),VADENA/PFATTEN,<0.02,7,19,460,<1,22/10/2018,24,<10,0.97,3,<0.01,7.8,22,50
Comune di Vadena / Rathaus Pfatten,VADENA/PFATTEN,<0.02,2,9,322,<1,16/10/2018,17,44,0.26,<1,<0.01,8.1,8,44
Privato/Privat,VADENA/PFATTEN,<0.02,3,6,287,<1,16/10/2018,15,18,0.18,5,<0.01,7.9,4,34
Victor's Imbiss / Victor's Imbiss,VADENA/PFATTEN,<0.02,,<1,623,,20/12/2018,10,,0.06,2,<0.01,7.7,,13
"Albergo Pfitscherhof,Caminata 124 / Gasthof Pfitscherhof, Kematen 124 - WH Küche",VAL DI VIZZE/PFITSCH,<0.02,<1,<1,96,<1,06/12/2018,5,17,<0.05,1,<0.01,7.4,<1,5
"Albergo Pretz Hof, Tulve 259 / Gasthaus Pretz Hof, Tulfer 259 - W2 WH Schlachthaus",VAL DI VIZZE/PFITSCH,<0.02,<1,<1,383,<1,06/12/2018,25,<10,<0.05,2,<0.01,7.8,1,43
"Albergo Simeler, Avenes / Gasthaus Simeler in Afens - WH Bar",VAL DI VIZZE/PFITSCH,<0.02,<1,2,253,<1,06/12/2018,14,<10,<0.05,3,<0.01,7.8,2,17
Albergo Sonnenheim in Flains / Gasthaus Sonnenheim in Flains - WH Bar,VAL DI VIZZE/PFITSCH,<0.02,<1,1,254,<1,06/12/2018,14,<10,<0.05,1,<0.01,8.0,<1,15
"Cafe & Bar Buffet, Bahnhofstr. 38A - WH Bar",VAL DI VIZZE/PFITSCH,<0.02,,13,443,,22/08/2018,24,,<0.05,4,<0.01,7.8,,57
Cafè & Bar Buffet - Via Stazione/Bahnhofstr. 38 - WH Bar - ohne Abflammen,VAL DI VIZZE/PFITSCH,<0.02,,16,456,,10/03/2018,23,,<0.05,4,<0.01,7.9,,59
Fontana pubblica Caminata / Öffentlicher Brunnen Kematen,VAL DI VIZZE/PFITSCH,<0.02,<1,<1,218,<1,09/05/2018,11,10,0.07,<1,<0.01,7.7,<1,26
Fontana pubblica Prati / Dorfbrunnen Wiesen,VAL DI VIZZE/PFITSCH,<0.02,,<1,386,,22/08/2018,19,,<0.05,2,<0.01,7.9,,41
Fontana pubblica Prati / Dorfbrunnen Wiesen - Wiesen Tulfes Gemeindeamt,VAL DI VIZZE/PFITSCH,<0.02,<1,<1,373,<1,06/12/2018,23,<10,<0.05,3,<0.01,7.9,1,36
Fontana pubblica S. Giacomo / Öff. Brunnen St. Jakob,VAL DI VIZZE/PFITSCH,<0.02,2,<1,148,<1,09/05/2018,8,<10,0.06,<1,<0.01,7.7,1,31
Wiesen - Öff. Brunnen Gemeinde,VAL DI VIZZE/PFITSCH,<0.02,,<1,374,,10/03/2018,20,,<0.05,2,<0.01,8.0,,42
Bunnen Picknick,VALDAORA/OLANG,<0.02,,<1,136,,04/10/2018,9,,0.09,2,<0.01,7.2,,26
Fontana  / Brunnen,VALDAORA/OLANG,<0.02,,2,61,,23/04/2018,3,,<0.05,3,<0.01,7.0,,4
Fontana Municipio / Brunnen Rathaus,VALDAORA/OLANG,<0.02,,<1,188,,24/07/2018,12,,<0.05,3,<0.01,8.1,,<2
Fontana Valdaora di sopra / Brunnen Oberolang,VALDAORA/OLANG,<0.02,,<1,145,,25/09/2018,7,,<0.05,1,<0.01,7.5,,25
Fontana al parco / Brunnen am Park,VALDAORA/OLANG,<0.02,,<1,189,,25/09/2018,10,,<0.05,2,<0.01,8.0,,2
Fontana chiesa Valdaora di sotto / Brunnen Kirche Niederolang,VALDAORA/OLANG,<0.02,,<1,176,,24/07/2018,4,,0.07,<1,<0.01,7.5,,7
Marchnerhütte / Marchnerhütte,VALDAORA/OLANG,<0.02,<1,1,46,<1,12/03/2018,2,<10,<0.05,2,<0.01,6.6,<1,2
Prackenhütte / Prackenhütte,VALDAORA/OLANG,<0.02,,2,75,,12/10/2018,3,,<0.05,5,<0.01,6.7,,5
Bar Agip / Bar Agip,VALLE AURINA/AHRNTAL,<0.02,,3,155,,26/03/2018,11,,<0.05,3,<0.01,7.5,,10
Brunnen Speicher,VALLE AURINA/AHRNTAL,<0.02,,<1,83,,19/09/2018,2,,0.11,<1,<0.01,7.8,,<2
Casa di riposo S.Giovanni / Altersheim St.Johann,VALLE AURINA/AHRNTAL,<0.02,,<1,129,,14/03/2018,7,,0.06,2,<0.01,7.6,,16
Fontana chiesa / Brunnen Kirche,VALLE AURINA/AHRNTAL,<0.02,<1,<1,79,<1,08/07/2018,4,<10,<0.05,2,<0.01,7.4,<1,3
Hotel Markus  /  Hotel Markus,VALLE AURINA/AHRNTAL,<0.02,,1,111,,04/09/2018,7,,0.09,4,<0.01,7.5,,6
Municipio / Rathaus,VALLE AURINA/AHRNTAL,<0.02,,<1,379,,14/03/2018,24,,<0.05,2,<0.01,7.8,,110
Privato/Privat,VALLE AURINA/AHRNTAL,<0.02,<1,<1,400,<1,31/05/2018,22,<10,<0.05,2,<0.01,7.9,<1,110
Bar Graf / Bar Graf,VALLE DI CASIES/GSIES,<0.02,,<1,79,,23/05/2018,4,,0.4,<1,<0.01,7.6,,3
Binta / Binta,VALLE DI CASIES/GSIES,<0.02,,<1,47,,23/05/2018,3,,0.16,<1,<0.01,7.5,,2
Brunnen Rathaus  /  Brunnen Rathaus,VALLE DI CASIES/GSIES,<0.02,,3,115,,23/05/2018,6,,0.68,4,<0.01,7.4,,10
Fontana chiesa / Brunnen Kirche,VALLE DI CASIES/GSIES,<0.02,,<1,61,,23/05/2018,3,,0.45,<1,<0.01,8.3,,11
Hofkäserei Veidler  /  Hofkäserei Veidler,VALLE DI CASIES/GSIES,<0.02,,<1,72,,17/04/2018,4,,0.24,<1,<0.01,7.4,,14
Hotel Quelle / Hotel Quelle,VALLE DI CASIES/GSIES,<0.02,,<1,76,,20/11/2018,4,,0.25,<1,<0.01,7.7,,15
Hotel Stoll / Hotel Stoll,VALLE DI CASIES/GSIES,<0.02,,<1,88,,23/05/2018,5,,0.1,<1,<0.01,7.5,,7
Municipio / Rathaus,VALLE DI CASIES/GSIES,<0.02,,3,113,,20/11/2018,5,,0.67,4,<0.01,7.4,,9
Privato/Privat,VALLE DI CASIES/GSIES,<0.02,,<1,93,,23/05/2018,5,,0.54,1,<0.01,7.8,,5
Albergo Brugger / Gasthof Brugger; WH WC,VANDOIES/VINTL,<0.02,<1,<1,280,<1,10/09/2018,15,<10,<0.05,<1,<0.01,7.9,2,18
Fontana pubblica davanti alla chiesa di Vandoies  /  Öff. Brunnen vor Kirche Vintl,VANDOIES/VINTL,<0.02,<1,<1,118,<1,09/10/2018,6,<10,<0.05,1,<0.01,7.9,1,16
Privato/Privat,VANDOIES/VINTL,<0.02,<1,<1,124,<1,10/09/2018,6,<10,0.1,<1,<0.01,8.2,2,14
Scuola elementare Frundres / Grundschule Pfunders,VANDOIES/VINTL,<0.02,<1,<1,55,<1,13/11/2018,2,<10,<0.05,2,<0.01,7.7,1,9
Scuola elementare Vandoies / Grundschule Vintl,VANDOIES/VINTL,<0.02,,<1,120,,13/11/2018,6,,0.1,2,<0.01,8.2,,26
Scuola elementare Vandoies / Grundschule Vintl - WH WC,VANDOIES/VINTL,<0.02,,<1,192,,14/03/2018,12,,<0.05,1,<0.01,8.1,,24
Scuola elementare Vandoies / Grundschule Vintl; WH WC,VANDOIES/VINTL,<0.02,,<1,125,,26/04/2018,7,,<0.05,2,<0.01,7.6,,15
Scuola elementare Vandoies di Sopra / Grundschule Obervintl,VANDOIES/VINTL,<0.02,,<1,123,,14/03/2018,5,,0.15,2,<0.01,6.8,,33
Öff. Brunnen beim Friedhof  /  Öff. Brunnen beim Friedhof,VANDOIES/VINTL,<0.02,,<1,121,,26/04/2018,6,,0.17,2,<0.01,6.8,,32
"Albergo Fischerstube Untersee, Via Brennero 125 / Gasthof Fischerstube Untersee, Brennerstr. 125",VARNA/VAHRN,<0.02,<1,<1,63,<1,18/04/2018,3,<10,0.16,3,<0.01,7.2,2,13
Privato/Privat,VARNA/VAHRN,<0.02,<1,<1,124,<1,18/09/2018,12,25,0.06,3,<0.01,7.9,2,13
"Scuola elementare Novacella, Via Abbazia 24 / Grundschule Neustift, Stiftstr. 24;  - WH WC",VARNA/VAHRN,<0.02,<1,<1,70,<1,18/09/2018,3,25,0.07,2,<0.01,8.2,<1,10
"Albergo Klammwirt, Untrum 13 / Gasthof Klammwirt, Untrum 13",VELTURNO/FELDTHURNS,<0.02,,<1,139,,16/08/2018,7,,0.07,2,<0.01,7.5,,25
"Albergo Klammwirt, Untrum 13 / Gasthof Klammwirt, Untrum 13 - WH Küche",VELTURNO/FELDTHURNS,<0.02,2,<1,135,<1,06/07/2018,7,75,0.08,2,<0.01,7.7,2,25
"Albergo Klammwirt, Untrum 13 / Gasthof Klammwirt, Untrum 13; WH vor Küche",VELTURNO/FELDTHURNS,<0.02,,<1,143,,13/09/2018,7,,0.09,2,<0.01,7.5,,26
"Balglerhof, Untrum 15 / Balglerhof, Untrum 15; WH Garage",VELTURNO/FELDTHURNS,<0.02,2,<1,138,<1,06/07/2018,8,<10,0.06,2,<0.01,7.7,2,26
Fontana pubblica Castello / Öffentlicher Brunnen am Schloss,VELTURNO/FELDTHURNS,<0.02,<1,3,137,<1,16/10/2018,3,25,0.08,3,<0.01,7.4,3,5
